Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm
1622,4913.4,6713.0,1005.0,0.153,1,0,0.2,0,0.17980589932746494,1,0.6666666666666666,1,0.76,0.3599387099388288
1623,9276.343,7158.845,1383.0,0.005,0,0,0.2,0,0.02403448004767089,0,0.0,0,0.07,0.3596696015093262
1624,4817.645,6132.79,1178.0,0.0025,0,0,0.0,0,0.02827065014909035,0,0.0,0,0.0,0.3596695653564899
1625,10349.502,7840.799,1133.68,0.0025,0,0,0.0,0,0.0010775488519419157,0,0.0,0,0.0,0.3596056397226919
1626,7617.0,7439.0,1215.0,0.016,0,0,0.0,0,0.04136763597506093,0,0.0,0,0.04,0.35896665554830487
1627,8040.999,5315.998,1361.209,0.0025,0,0,0.0,0,0.057798723505884816,0,0.06719367588932806,0,0.0,0.3589666555483048
1628,6847.858,7846.75,1031.859,0.007,0,0,0.2,0,0.1224827688565325,0,0.0,0,0.11,0.3580058661227829
1629,7516.58,7507.325,1234.0,0.028,0,0,0.2,0,0.034069277016291186,0,0.06818181818181818,0,0.07,0.35800586612278285
1630,12428.873,9420.568,1367.92,0.006,0,0,0.0,0,0.006656722726765008,0,0.06719367588932806,0,0.08,0.3564281388379975
1631,7866.813,5725.574,1465.839,0.025,0,0,0.2,0,0.2550514138321038,0,0.06719367588932806,0,0.11,0.3562133620127618
1632,5636.0,6198.0,1233.0,0.008,0,0,0.0,1,0.6844785127851339,0,0.0,0,0.12,0.3555814999997139
1633,4969.5,6685.0,1030.0,0.164,1,0,0.4,0,0.21834345019389492,0,0.06719367588932806,1,0.88,0.35330401790452187
1634,4896.0,6357.0,1250.0,0.006,0,0,0.4,0,0.03096693020011291,0,0.0,0,0.02,0.3526806104952262
1635,4822.481,6135.919,1178.0,0.0025,0,0,0.0,0,0.011775622692859073,0,0.0,0,0.0,0.35248813472866225
1636,4487.885,6418.159,947.0,0.028,0,0,0.0,0,0.05719719856409192,1,1.0,0,0.37,0.3514209687577721
1637,6287.057,7483.666,1003.0,0.06,0,0,0.0,0,0.217811783006931,0,0.0,0,0.0,0.3514209687577721
1638,7221.856,5251.294,1354.429,0.005,0,0,0.0,0,0.10723464103086748,0,0.06818181818181818,0,0.08,0.35117955735101714
1639,6550.342,8313.49,772.0,0.082,0,0,0.0,0,0.10473007730069303,0,0.06719367588932806,0,0.09,0.3506934920509861
1640,10736.495,5788.955,1512.0,0.005,0,0,0.0,0,0.03368785179625793,0,0.06719367588932806,0,0.11,0.349253393167018
1641,5738.977,6437.243,1336.0,0.008,0,0,0.0,0,0.2573157513814554,0,0.0,0,0.02,0.3491431575058325
1642,26.0,9211.0,817.0,0.0025,0,0,0.0,0,0.03273767192103339,0,0.0,0,0.01,0.3486912567814475
1643,4933.863,6580.251,1080.0,0.015,0,0,0.0,0,0.013226375664076168,0,0.0,0,0.0,0.3478238985318011
1644,7588.664,8765.428,753.0,0.0025,0,0,0.0,0,0.001454149988906937,0,0.0,0,0.0,0.3472787550108377
1645,10718.47,9555.548,1369.0,0.016,0,0,0.0,0,0.00738091089212999,0,0.06719367588932806,0,0.0,0.3472787550108377
1646,7746.633,3283.81,1452.149,0.063,0,0,0.2,1,0.5733285014141498,1,1.0,0,0.49,0.34708823267825556
1647,4021.16,6431.971,635.0,0.0025,0,0,0.0,0,0.0030056534921845024,0,0.0,0,0.0,0.34586023520182446
1648,6949.768,7873.601,989.0,0.007,0,0,0.0,0,0.2601920663455819,0,0.0,0,0.14,0.34582154298293843
1649,5700.844,8006.847,601.0,0.053,0,0,0.2,0,0.2469672863692953,0,0.06719367588932806,0,0.12,0.3458044158853223
1650,7613.912,9173.874,961.0,0.0025,0,0,0.0,0,0.008202083452989999,0,0.0,0,0.0,0.3457967972503655
1651,11252.733,7997.779,1209.82,0.0025,0,0,0.0,0,0.002413482396208771,0,0.0,0,0.0,0.34579679725036544
1652,12145.648,9090.515,1257.1,0.0025,0,0,0.0,0,0.005662848163832147,0,0.0,0,0.0,0.34579679725036544
1653,10756.416,5703.675,1545.18,0.024,0,0,0.0,0,0.10742063944787626,1,1.0,0,0.38,0.3451121413065779
1654,10847.003,9608.365,1404.0,0.006,0,0,0.0,0,0.06513750513578839,0,0.06719367588932806,0,0.01,0.34488357762627186
1655,11096.631,9642.112,1388.58,0.009,0,0,0.0,0,0.002372823679992228,0,0.0,0,0.0,0.34488357762627186
1656,4565.0,6230.0,972.0,0.018,0,0,0.4,0,0.11778703622359371,0,0.0,0,0.06,0.34447114946219937
1657,8183.008,6994.023,1317.179,0.01,0,0,0.0,0,0.05360614552840922,0,0.06719367588932806,0,0.02,0.344403436502582
1658,10484.254,9252.733,1298.0,0.005,0,0,0.0,0,0.0037504509629265716,0,0.0,0,0.0,0.3439207102864855
1659,4717.746,6243.939,1077.0,0.754,1,0,0.2,0,0.08969442679042265,1,1.0,1,0.75,0.3435303899431743
1660,5531.158,7963.812,610.0,0.0025,0,0,0.0,0,0.013274152403034464,0,0.0,0,0.0,0.34281747369264054
1661,12485.0,9297.0,1266.0,0.013,0,0,0.2,0,0.009789881969586354,0,0.06719367588932806,0,0.0,0.34253726893615294
1662,12325.0,9308.0,1336.0,0.013,0,0,0.0,0,0.020103071471548925,0,0.06719367588932806,0,0.02,0.34253726893615294
1663,5755.815,7795.417,735.0,0.027,0,0,0.4,0,0.25132521252621254,0,0.0,0,0.22,0.34186282039704885
1664,5259.459,6499.908,1175.0,0.0025,0,0,0.0,0,0.008120012629636637,0,0.0,0,0.0,0.34046017597791484
1665,6376.753,6661.73,1293.0,0.009,0,0,0.0,0,0.3722582043549594,0,0.0,0,0.03,0.34046017597791484
1666,6876.91,4935.207,1075.0,0.019,0,0,0.0,0,0.005435830164921977,0,0.06719367588932806,0,0.01,0.33894522896076823
1667,6117.019,9021.901,574.0,0.0025,0,0,0.0,0,0.013897773187668926,0,0.0,0,0.0,0.3386063942305115
1668,7365.083,8645.858,635.17,0.0025,0,0,0.0,0,0.029437961839043368,0,0.0,0,0.0,0.33788022742134616
1669,9918.749,9347.723,1339.0,0.0025,0,0,0.0,0,0.3073450813872146,0,0.0,0,0.0,0.33764016276791314
1670,5342.0,6604.0,1120.0,0.007,0,0,0.0,0,0.05452231307972174,0,0.0,0,0.02,0.3367678377086529
1671,7449.0,7200.0,1290.0,0.364,1,0,0.2,0,0.25618661464233167,1,0.8947368421052632,1,0.88,0.3365285456029674
1672,11952.674,10040.002,1362.64,0.006,0,0,0.0,0,0.022162402285371245,0,0.06719367588932806,0,0.05,0.33572355778978447
1673,4875.0,5989.0,1102.0,0.007,0,0,0.0,0,0.039789915132905355,0,0.0,0,0.0,0.3353819945746854
1674,16.0,9177.0,825.0,0.0025,0,0,0.0,0,0.00014630679438417527,0,0.0,0,0.02,0.3345595497600227
1675,7580.65,7420.142,1224.0,0.029,0,0,0.0,0,0.0714426769776177,0,0.06719367588932806,0,0.02,0.3332972469871474
1676,7711.0,7373.0,1182.0,0.0025,0,0,0.0,0,0.05226964126721353,0,0.06818181818181818,0,0.04,0.3332972469871474
1677,6348.0,7735.0,870.0,0.0025,0,0,0.0,0,0.017058249634547287,0,0.0,0,0.0,0.33261787027938006
1678,5420.998,6356.61,1317.0,0.135,1,1,0.6,0,0.37869845469303703,1,1.0,1,0.73,0.332504345476128
1679,5740.198,3719.372,979.56,0.0025,0,0,0.4,0,0.14909428700759914,0,0.06818181818181818,0,0.02,0.33219743060734314
1680,7591.791,8775.412,755.0,0.0025,0,0,0.0,0,0.020396868904675645,0,0.0,0,0.02,0.33167570944504426
1681,12448.019,9465.28,1366.139,0.246,1,0,0.2,0,0.44856929494770537,1,1.0,1,0.69,0.3308657942470722
1682,9926.649,9451.377,1364.0,0.0025,0,0,0.0,0,0.01646751615057154,0,0.0,0,0.02,0.33057508587079576
1683,9549.563,9700.593,1430.0,0.0025,0,0,0.0,0,0.08120293252072425,0,0.0,0,0.01,0.33057508587079565
1684,7313.698,9144.563,880.19,0.0025,0,0,0.0,0,0.00521357879973138,0,0.0,0,0.01,0.3291183650851148
1685,5739.666,6437.321,1336.0,0.006,0,0,0.0,0,0.2216130878255709,0,0.0,0,0.03,0.3287624169657234
1686,7868.927,5392.414,1461.0,0.011,0,0,0.0,0,0.025730932275466988,0,0.03278688524590164,0,0.0,0.32870654023310814
1687,12449.398,9397.661,1351.71,0.009,0,0,0.0,0,0.030001038285998535,0,0.0,0,0.03,0.328430003811734
1688,4904.0,6354.0,1254.0,0.014,0,0,0.2,0,0.04791772250583931,0,0.0,0,0.03,0.32817185768255175
1689,5218.0,6372.0,1257.0,0.005,0,0,0.2,0,0.05570824845693105,0,0.0,0,0.01,0.32817185768255175
1690,4610.451,6339.269,1037.0,0.021,0,0,0.4,0,0.15389794950153543,0,0.0,0,0.03,0.32817185768255164
1691,4723.448,6225.89,1105.0,0.238,1,0,0.2,0,0.12884256483143827,0,0.06719367588932806,1,0.77,0.32817185768255164
1692,5672.192,6625.17,1218.0,0.544,1,1,0.6,1,0.7958886003081315,1,1.0,1,0.72,0.32801416288798924
1693,5747.685,5881.423,1150.0,0.0025,0,0,0.0,0,0.1361007665662187,0,0.0,0,0.01,0.32754668748947197
1694,5337.068,6535.113,1183.0,0.006,0,0,0.0,0,0.04017045678904622,0,0.0,0,0.01,0.3275380915496576
1695,13113.231,6578.797,1538.0,0.021,0,0,0.0,0,0.004689933836147439,0,0.0,0,0.01,0.3275380915496576
1696,4393.198,7633.17,361.0,0.0025,0,0,0.0,0,0.0005382462100652593,0,0.0,0,0.0,0.3275380915496576
1697,7837.047,9323.753,1021.0,0.0025,0,0,0.0,0,0.0010100586169468,0,0.0,0,0.0,0.3275380915496576
1698,5051.42,6403.026,1236.0,0.0025,0,0,0.0,0,0.011642816370323337,0,0.0,0,0.0,0.3275380915496576
1699,6736.715,6504.185,1229.269,0.008,0,0,0.2,0,0.21022811761754936,0,0.0,0,0.02,0.3275380915496576
1700,10061.589,6373.738,1530.51,0.005,0,0,0.2,0,0.03506013634109539,0,0.0,0,0.01,0.3275380915496576
1701,7352.003,8779.044,681.0,0.0025,0,0,0.0,0,0.04127154047204962,0,0.0,0,0.0,0.3275380915496576
1702,9548.52,9701.509,1430.0,0.0025,0,0,0.0,0,0.00504630441495462,0,0.0,0,0.01,0.3275380915496576
1703,6866.761,8979.233,634.0,0.0025,0,0,0.0,0,0.2225652841761933,0,0.0,0,0.03,0.3275380915496576
1704,7346.043,8769.035,678.0,0.0025,0,0,0.0,0,0.07671936851800698,0,0.0,0,0.02,0.3275380915496576
1705,4670.455,6204.731,1066.0,0.011,0,0,0.2,0,0.03752632779940948,0,0.0,0,0.0,0.3275380915496576
1706,10305.31,6105.992,1479.71,0.011,0,0,0.0,0,0.03813868014679569,0,0.0,0,0.0,0.3275380915496576
1707,6204.0,7106.0,1207.0,0.0025,0,0,0.0,0,0.004871155624657825,0,0.0,0,0.0,0.3275380915496576
1708,10759.075,9711.097,1407.0,0.007,0,0,0.0,0,0.005694171139725506,0,0.0,0,0.17,0.3275380915496576
1709,4986.0,6355.0,1310.0,0.006,0,0,0.0,0,0.00978164023634552,0,0.0,0,0.0,0.3274420295532055
1710,7820.0,6793.0,1329.0,0.0025,0,0,0.0,0,0.0011761471422142905,0,0.0,0,0.0,0.3274420295532055
1711,7316.0,5338.0,1373.0,0.0025,0,0,0.0,0,0.002285657775527848,0,0.0,0,0.0,0.3274420295532055
1712,5345.0,6312.0,1305.0,0.005,0,0,0.0,0,0.014696463987289327,0,0.0,0,0.0,0.3270633553995527
1713,5418.365,6355.573,1317.0,0.005,0,0,0.0,0,0.029968755482255464,0,0.0,0,0.0,0.3270633553995527
1714,5419.722,6356.106,1317.0,0.012,0,0,0.0,0,0.022324351271492234,0,0.0,0,0.01,0.3270633553995527
1715,12626.487,7964.014,1250.32,0.009,0,0,0.0,0,0.0018010101844274395,0,0.0,0,0.04,0.3270633553995527
1716,5427.199,6358.933,1317.0,0.005,0,0,0.0,0,0.020754899486969937,0,0.0,0,0.0,0.3270633553995527
1717,5426.278,6358.629,1317.0,0.005,0,0,0.0,0,0.017582111537196222,0,0.0,0,0.0,0.3270633553995527
1718,5235.0,6155.0,1225.0,0.0025,0,0,0.0,0,0.008498785848192822,0,0.0,0,0.0,0.3270633553995527
1719,5425.399,6358.291,1317.0,0.0025,0,0,0.0,0,0.019100943807783436,0,0.0,0,0.0,0.3270633553995527
1720,5000.0,8195.0,392.0,0.0025,0,0,0.0,0,7.048350312599569e-07,0,0.06719367588932806,0,0.03,0.3270633553995527
1721,11813.631,6042.868,1490.58,0.0025,0,0,0.0,0,0.002100095988875518,0,0.0,0,0.04,0.3270633553995527
1722,11899.552,10003.919,1357.18,0.0025,0,0,0.0,0,0.0008781225014082393,0,0.0,0,0.0,0.3270633553995527
1723,5097.0,6362.0,1265.0,0.0025,0,0,0.0,0,0.032653429560322425,0,0.0,0,0.0,0.3270633553995527
1724,5068.0,6993.0,858.0,0.0025,0,0,0.0,0,0.0024867441343860803,0,0.0,0,0.0,0.3270633553995527
1725,4412.266,7508.274,381.0,0.0025,0,0,0.0,0,1.2698475220512378e-06,0,0.0,0,0.02,0.3270633553995527
1726,4843.982,6213.846,1255.079,0.013,0,0,0.0,0,0.00014129192252929242,0,0.0,0,0.01,0.3270633553995527
1727,6766.474,4993.114,1117.299,0.017,0,0,0.0,0,0.01720737198528401,0,0.0,0,0.01,0.3270633553995527
1728,12182.615,9451.037,1345.29,0.0025,0,0,0.0,0,0.000508041719221303,0,0.06719367588932806,0,0.06,0.3270633553995527
1729,6850.671,4953.589,1187.309,0.01,0,0,0.0,0,0.006123281207815363,0,0.0,0,0.01,0.3270633553995527
1730,5195.0,6506.0,1162.0,0.006,0,0,0.0,0,0.00277291703443845,0,0.0,0,0.0,0.3270633553995527
1731,8119.451,8580.064,926.0,0.0025,0,0,0.0,0,0.0077152597718488656,0,0.0,0,0.0,0.3270633553995527
1732,8283.833,8336.032,900.0,0.0025,0,0,0.0,0,0.028207337499022517,0,0.0,0,0.0,0.3270633553995527
1733,6688.0,7176.0,1172.0,0.025,0,0,0.0,0,0.004617189977057924,0,0.0,0,0.0,0.3270633553995527
1734,7295.639,5755.038,1187.0,0.0025,0,0,0.0,0,0.003068764964040253,0,0.0,0,0.0,0.3270633553995527
1735,7549.156,4548.131,1069.0,0.0025,0,0,0.0,0,0.13025080603136593,0,0.0,0,0.01,0.3270633553995527
1736,7664.31,4557.415,1072.0,0.0025,0,0,0.0,0,0.00937532433109149,0,0.0,0,0.01,0.3270633553995527
1737,8458.298,8794.814,1048.8,0.0025,0,0,0.0,0,0.012974633310473823,0,0.0,0,0.0,0.3270633553995527
1738,7311.601,9215.031,946.0,0.0025,0,0,0.0,0,0.0040923831246457475,0,0.0,0,0.0,0.3270633553995527
1739,7942.0,4860.0,1215.0,0.0025,0,0,0.0,0,0.003882939495867673,0,0.0,0,0.0,0.3270633553995527
1740,7823.0,4907.0,1274.0,0.0025,0,0,0.0,0,0.004171214142257051,0,0.0,0,0.0,0.3270633553995527
1741,8227.0,4879.0,1167.0,0.0025,0,0,0.0,0,0.005016748943261282,0,0.0,0,0.0,0.3270633553995527
1742,11355.961,5366.114,1408.659,0.006,0,0,0.0,0,0.004512207998595991,0,0.0,0,0.01,0.3270633553995527
1743,21906.0,5514.0,1484.0,0.0025,0,0,0.0,0,0.0011946859427848385,0,0.0,0,0.0,0.3270633553995527
1744,6951.182,8939.598,628.0,0.0025,0,0,0.0,0,0.005919426528095059,0,0.0,0,0.0,0.3270633553995527
1745,11844.238,6031.247,1478.17,0.005,0,0,0.0,0,0.007351205018588335,0,0.0,0,0.01,0.3270633553995527
1746,7593.904,8778.542,756.0,0.0025,0,0,0.0,0,0.000481202242017476,0,0.0,0,0.0,0.3270633553995527
1747,10299.045,6102.594,1500.0,0.014,0,0,0.0,0,0.0862055486778612,0,0.06818181818181818,0,0.01,0.32691826581581124
1748,6363.367,6658.965,1292.0,0.01,0,0,0.2,0,0.052127493309418176,0,0.0,0,0.02,0.3263977263200935
1749,4687.5,7913.05,316.0,0.0025,0,0,0.0,0,0.00010978911912488978,0,0.0,0,0.0,0.32592383214274734
1750,7939.0,4564.0,1058.0,0.0025,0,0,0.0,0,0.011092985646048648,0,0.0,0,0.0,0.3251514733447335
1751,6600.749,6751.646,1352.149,0.005,0,0,0.0,0,0.008801897673627187,0,0.0,0,0.0,0.3251514733447335
1752,8565.0,5005.0,1159.0,0.0025,0,0,0.0,0,0.01342575289846009,0,0.0,0,0.0,0.3251514733447335
1753,4619.0,5950.0,978.0,0.041,0,0,0.0,0,0.0066268791448989076,0,0.02702702702702703,0,0.01,0.3251514733447335
1754,8567.52,5620.21,1297.17,0.0025,0,0,0.0,0,0.013204191454908839,0,0.0,0,0.0,0.3251514733447335
1755,10414.0,8808.0,1142.0,0.0025,0,0,0.0,0,0.0008901577012846105,0,0.02702702702702703,0,0.0,0.3251514733447335
1756,9431.033,6312.041,1496.709,0.006,0,0,0.0,0,0.031014077251810265,0,0.06719367588932806,0,0.01,0.3251514733447335
1757,5357.543,6467.721,1216.0,0.0025,0,0,0.0,0,0.006141285017041178,0,0.0,0,0.0,0.3251514733447335
1758,10681.661,9460.156,1331.0,0.007,0,0,0.0,0,0.004775427158506628,0,0.06719367588932806,0,0.03,0.3251514733447335
1759,5850.0,6456.0,1323.0,0.0025,0,0,0.0,0,0.005902032036641258,0,0.0,0,0.0,0.3251514733447335
1760,7683.43,4469.841,1036.0,0.0025,0,0,0.0,0,0.010256753874581831,0,0.0,0,0.0,0.3251514733447335
1761,9016.0,5096.0,1190.0,0.0025,0,0,0.0,0,0.018951615846470544,0,0.0,0,0.0,0.3251514733447335
1762,6083.0,7661.0,837.0,0.0025,0,0,0.0,0,0.0057296635060987075,0,0.0,0,0.0,0.3251514733447335
1763,8122.0,6722.0,1411.0,0.0025,0,0,0.0,0,0.0057194356183259505,0,0.0,0,0.0,0.3251514733447335
1764,5265.87,6328.584,1308.0,0.011,0,0,0.4,0,0.03374681466785166,0,0.0,0,0.08,0.324823880447794
1765,9392.0,6302.0,1502.0,0.005,0,0,0.0,0,0.05612698354724883,0,0.0,0,0.03,0.32344099712461105
1766,5105.85,8323.0,360.0,0.006,0,0,0.0,0,0.00044492607298754635,1,0.6666666666666666,0,0.05,0.3227956335986715
1767,5342.774,7989.736,601.0,0.028,0,0,0.0,0,0.07189115674171132,0,0.0,0,0.0,0.3223068047177787
1768,10543.592,7645.832,1239.0,0.0025,0,0,0.0,0,0.0025121868393426358,0,0.0,0,0.01,0.3218485800886181
1769,13273.551,7773.733,1386.92,0.0025,0,0,0.0,0,0.03013145386224436,0,0.0,0,0.01,0.32120414961575605
1770,4182.324,7636.848,196.69,0.031,0,0,0.2,0,0.12546330776090572,0,0.06719367588932806,0,0.08,0.32093524448004096
1771,5106.18,8329.73,355.0,0.113,1,0,0.2,0,0.32438708744760136,1,1.0,1,0.65,0.32093524448004096
1772,11124.085,6882.425,1385.65,0.005,0,0,0.0,0,0.00014363256634303934,0,0.0,0,0.0,0.3204909396358369
1773,5415.317,7886.495,657.0,0.009,0,0,0.0,0,0.13482283899969696,0,0.0,0,0.0,0.3199581099474837
1774,5427.29,8016.623,590.0,0.015,0,0,0.0,0,0.11277975773690717,0,0.0,0,0.0,0.3199300451493018
1775,6525.656,8558.077,627.0,0.0025,0,0,0.0,0,0.024965775649987785,0,0.0,0,0.0,0.3195718768842223
1776,5734.634,3345.364,1143.99,0.23,1,0,0.4,1,0.9955221590843161,1,1.0,1,0.91,0.3193926071893723
1777,9371.006,6257.988,1496.709,0.005,0,0,0.0,0,0.00834100039031663,0,0.0,0,0.01,0.31892907400416276
1778,4632.452,6103.056,1039.0,0.011,0,0,0.0,0,0.002458538402266964,0,0.02702702702702703,0,0.02,0.31892907400416276
1779,8122.615,5580.841,1490.0,0.0025,0,0,0.0,0,0.013179985787976857,0,0.0,0,0.01,0.31892907400416276
1780,5832.0,6399.0,1341.0,0.0025,0,0,0.0,0,0.0034479024456054697,0,0.0,0,0.0,0.3182451595576301
1781,7806.013,3268.358,1452.149,0.017,0,0,0.2,1,0.8517170253372456,1,1.0,0,0.35,0.31797753260326195
1782,7802.957,6929.993,1350.519,0.0025,0,0,0.0,0,0.16170835914015444,0,0.0,0,0.04,0.3177931003270637
1783,10055.108,6385.345,1541.0,0.005,0,0,0.0,0,0.04724860344693384,0,0.0,0,0.0,0.3177482940675893
1784,4622.267,6284.322,1009.39,0.076,0,0,0.2,0,0.20209498562716247,0,0.0,0,0.04,0.3172658618607039
1785,12184.714,9619.928,1349.43,0.236,1,0,0.4,1,0.7776184726191064,1,1.0,0,0.36,0.31706482263030994
1786,5770.249,8262.428,690.999,0.016,0,0,0.4,0,0.19855107579750278,0,0.06719367588932806,0,0.28,0.3162087314498775
1787,9908.209,6530.959,1455.0,0.016,0,0,0.0,0,0.02773635448426253,0,0.06719367588932806,0,0.04,0.3156281459320887
1788,5656.0,8013.0,593.0,0.039,0,0,0.0,0,0.08477503110867475,0,0.0,0,0.0,0.3152658647020276
1789,7692.0,7180.0,1275.0,0.047,0,0,0.2,0,0.1960992702702087,0,0.06719367588932806,0,0.15,0.31492170200469916
1790,5309.807,7918.561,599.0,0.021,0,0,0.0,0,0.06420329470594666,0,0.0,0,0.01,0.31492170200469904
1791,7252.0,9301.0,989.0,0.0025,0,0,0.0,0,0.02929630596692313,0,0.0,0,0.01,0.3141849987962253
1792,10781.339,5714.579,1554.56,0.014,0,0,0.2,1,0.7350208289969452,0,0.0,0,0.11,0.3140727742556302
1793,10073.0,8888.0,1127.0,0.0025,0,0,0.0,0,0.0030578018376787664,0,0.0,0,0.0,0.31339200632907266
1794,10082.0,8743.0,1075.0,0.0025,0,0,0.0,0,0.0014470672028195995,0,0.0,0,0.0,0.31339200632907266
1795,10287.0,8689.0,1085.0,0.0025,0,0,0.0,0,0.0009631745597092124,0,0.0,0,0.0,0.31339200632907266
1796,13368.477,7064.41,1456.61,0.0025,0,0,0.0,0,0.011509772923800999,0,0.0,0,0.0,0.31339200632907266
1797,10460.726,9162.846,1276.0,0.0025,0,0,0.0,0,0.0005251706045603941,0,0.0,0,0.03,0.31339200632907266
1798,10892.864,9520.108,1412.0,0.005,0,0,0.0,0,0.001125044289276166,0,0.0,0,0.0,0.31339200632907266
1799,10077.0,8760.0,1081.0,0.0025,0,0,0.0,0,0.00321678511928535,0,0.0,0,0.0,0.31339200632907266
1800,6933.387,4491.697,959.0,0.0025,0,0,0.0,0,0.0035679879410371656,0,0.0,0,0.0,0.313119634306739
1801,352.0,8030.0,790.0,0.005,0,0,0.2,0,0.057197682159965554,0,0.0,0,0.06,0.312588913291552
1802,6188.95,7374.591,1033.0,0.12,1,0,0.2,0,0.3549773799610092,0,0.38461538461538464,1,0.72,0.3116068835022923
1803,8557.7,5871.49,1368.65,0.005,0,0,0.4,0,0.3035919715569337,0,0.03278688524590164,0,0.17,0.31121869677711356
1804,5635.132,6203.076,1244.0,0.043,0,0,0.4,0,0.18056234355571535,0,0.0,0,0.15,0.31042284975428286
1805,5636.0,6208.0,1246.0,0.043,0,0,0.4,0,0.0664590350258079,0,0.0,0,0.08,0.31042284975428286
1806,5294.0,6431.0,1219.0,0.14,1,0,0.4,0,0.18879523678922086,1,1.0,1,0.82,0.31042284975428286
1807,4685.526,6211.428,1080.0,0.555,1,0,0.4,0,0.20812337486241583,1,1.0,1,0.68,0.3104228497542828
1808,16242.11,9301.554,1357.729,0.033,0,0,0.0,0,0.035119262980781836,0,0.0,0,0.13,0.30824719396115513
1809,6763.869,4867.874,1013.559,0.006,0,0,0.0,0,0.01408442691997058,0,0.0,0,0.03,0.3081153560059544
1810,6183.965,8349.394,624.0,0.008,0,0,0.0,0,0.05237947449412561,0,0.0,0,0.02,0.3079006477325389
1811,5315.348,3201.014,1126.48,0.286,1,1,1.0,1,0.9999974666335407,0,0.0,1,0.7,0.30752945155280975
1812,3368.882,6976.376,43.0,0.02,0,0,0.0,0,0.22407131867299257,0,0.0,0,0.27,0.30659438346601775
1813,11573.009,7065.976,1309.0,0.0025,0,0,0.0,0,0.004002835374888392,0,0.0,0,0.0,0.3065469795501437
1814,8949.0,4946.0,1198.0,0.0025,0,0,0.0,0,0.0034101520489496617,0,0.0,0,0.0,0.3065469795501437
1815,6775.243,9176.615,699.85,0.0025,0,0,0.0,0,0.0025606688159148868,0,0.0,0,0.0,0.3065469795501437
1816,7861.0,6505.0,1337.0,0.0025,0,0,0.0,0,0.006373261364761802,0,0.0,0,0.0,0.3065469795501437
1817,6688.0,7269.0,1077.0,0.0025,0,0,0.0,0,0.002955669022765394,0,0.0,0,0.0,0.3065469795501437
1818,5797.0,6157.0,1286.0,0.0025,0,0,0.0,0,0.0025321156264718203,0,0.0,0,0.0,0.3065469795501437
1819,12105.873,7738.184,1388.0,0.005,0,0,0.0,0,0.0023872028357539627,0,0.0,0,0.0,0.3065469795501437
1820,11615.695,8856.134,1193.41,0.0025,0,0,0.0,0,0.0048607419216359,0,0.0,0,0.0,0.3065469795501437
1821,4309.524,6338.249,825.0,0.005,0,0,0.0,0,0.0047792989243510865,0,0.0,0,0.0,0.3065469795501437
1822,4968.2,6374.2,1199.0,0.0025,0,0,0.0,0,0.0007820083534148154,0,0.0,0,0.0,0.3065469795501437
1823,4969.0,6374.0,1194.0,0.052,0,0,0.0,0,0.00011984260370426161,0,0.06719367588932806,0,0.01,0.3065469795501437
1824,5560.612,6970.5,1002.42,0.0025,0,0,0.0,0,0.004865447620605422,0,0.0,0,0.0,0.3065469795501437
1825,8400.96,5594.5,1351.58,0.0025,0,0,0.0,0,0.0037916946855405973,0,0.0,0,0.02,0.3065469795501437
1826,3880.34,6542.436,505.0,0.0025,0,0,0.0,0,0.002497035346527348,0,0.0,0,0.0,0.3065469795501437
1827,5942.0,7246.0,1100.0,0.0025,0,0,0.0,0,0.001920294911835026,0,0.0,0,0.0,0.3065469795501437
1828,8618.0,6656.0,1378.0,0.0025,0,0,0.0,0,0.0033629644523291763,0,0.0,0,0.0,0.3065469795501437
1829,7118.649,9357.443,984.0,0.0025,0,0,0.0,0,0.011271255781323217,0,0.0,0,0.0,0.3065469795501437
1830,11568.974,7096.43,1308.0,0.0025,0,0,0.0,0,0.004734297738904845,0,0.0,0,0.0,0.3065469795501437
1831,6941.902,9320.45,876.0,0.0025,0,0,0.0,0,0.001442983710211336,0,0.0,0,0.0,0.3065469795501437
1832,5319.665,8036.053,590.0,0.009,0,0,0.0,0,0.24659526380300203,0,0.0,0,0.03,0.305783041149033
1833,3885.334,7347.289,138.0,0.0025,0,0,0.0,0,0.001814386319973867,0,0.0,0,0.04,0.30560433105985907
1834,4687.0,7919.0,313.0,0.007,0,0,0.0,0,0.0002656055950908397,0,0.06719367588932806,0,0.03,0.30560433105985907
1835,5153.999,7735.219,593.0,0.013,0,0,0.2,0,0.021477978066976135,0,0.0,0,0.02,0.30494264708450575
1836,12593.212,9322.593,1287.22,0.042,0,0,0.0,0,0.00119006395111345,0,0.06719367588932806,0,0.05,0.30494264708450575
1837,5481.0,8260.0,521.0,0.135,1,0,0.2,0,0.11935815194002047,0,0.06719367588932806,1,0.73,0.3045114715524038
1838,10960.114,6020.15,1530.0,0.007,0,0,0.0,0,0.03180061784109868,0,0.06719367588932806,0,0.19,0.3044823647206258
1839,10896.122,5998.548,1514.0,0.0025,0,0,0.0,0,0.006380362755609747,0,0.0,0,0.0,0.3044823647206258
1840,10847.687,5985.819,1505.0,0.0025,0,0,0.0,0,0.01450476485554107,0,0.0,0,0.0,0.3044823647206258
