Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm
209,9464.0,6717.0,1500.0,0.009,0,0,0.2,0,0.14314710101646086,0,0.06818181818181818,0,0.01,1.6087985932722404
210,6350.0,7659.0,877.0,0.0025,0,0,0.2,0,0.11382115543057078,0,0.0,0,0.0,1.6087985932722404
211,4916.8,6713.0,1005.0,5.153,1,0,0.4,1,0.5927316136151075,1,0.8947368421052632,1,0.68,1.6041229870089064
212,6420.0,7282.0,1089.0,0.011,0,0,0.0,0,0.1650322031257562,0,0.0,0,0.03,1.5995164158259843
213,4930.0,6655.0,1039.0,1.001,1,1,0.6,1,0.788137240243973,1,1.0,1,0.83,1.589416325089164
214,4688.76,6297.202,1068.0,0.209,1,0,0.0,0,0.3469292797608994,1,1.0,0,0.39,1.584242888545356
215,5480.0,6817.0,1095.0,0.021,0,0,0.2,0,0.11897125710378273,0,0.06719367588932806,0,0.06,1.584242888545356
216,5598.0,8339.0,600.0,0.006,0,0,0.0,0,0.11931028429565303,0,0.0,0,0.01,1.584242888545356
217,7595.07,6301.487,1300.025,0.018,0,0,0.0,0,0.026762558402552664,0,0.0,0,0.09,1.5721869166663263
218,12479.768,9390.582,1367.0,0.882,1,1,0.6,1,0.9915827373823907,1,1.0,1,0.72,1.5636977616332697
219,6267.186,9103.737,593.68,0.0025,0,0,0.0,0,0.009797499407922006,0,0.0,0,0.03,1.558974744963495
220,6542.0,7604.0,960.0,0.007,0,0,0.2,0,0.19024190076799163,0,0.06818181818181818,0,0.05,1.5392848341738592
221,5334.0,6584.0,1125.0,0.013,0,0,0.4,0,0.47448877087360186,0,0.0,0,0.03,1.538047907208936
222,7763.773,7522.919,1115.0,0.0025,0,0,0.0,0,0.02242143791280872,0,0.0,0,0.0,1.5238623088541305
223,4596.0,6494.0,886.0,0.08,0,0,0.0,0,0.050295416492516884,1,0.8888888888888888,0,0.14,1.5212275794466623
224,4539.081,6498.288,892.0,0.078,0,0,0.0,0,0.03813783554949876,0,0.4666666666666667,0,0.06,1.5140906413728854
225,7749.347,7367.764,1200.0,0.008,0,0,0.0,0,0.14962934069476053,0,0.0,0,0.01,1.5107014761709778
226,6586.203,7508.036,1054.389,0.088,0,0,0.2,0,0.17522312253329478,0,0.06719367588932806,0,0.1,1.510202509905393
227,5555.949,6806.014,1156.639,0.493,1,0,0.4,1,0.6993506621338434,1,1.0,1,0.85,1.5058967003939314
228,6177.32,7413.31,1011.0,0.01,0,0,0.4,0,0.056256047637711304,0,0.06818181818181818,0,0.01,1.5032824476495061
229,4999.0,6744.0,974.0,0.142,1,0,0.4,1,0.577043530255758,1,1.0,1,0.84,1.499754752581952
230,5225.282,7644.835,649.0,0.0025,0,0,0.0,0,0.06815790681863935,0,0.0,0,0.0,1.490894484285063
231,5106.15,8330.0,355.0,1.14,1,1,1.0,1,0.9997097849647049,0,0.0,0,0.42,1.4886796796485013
232,4741.763,6241.317,1092.0,1.262,1,1,1.0,1,0.9999999996295774,1,1.0,1,0.87,1.4886796796485007
233,12459.734,9409.679,1351.56,0.065,0,0,0.0,0,0.047192839557094475,0,0.0,0,0.12,1.4884497179985412
234,5666.99,8011.368,599.0,0.0025,0,0,0.4,0,0.2297252803855568,0,0.06818181818181818,0,0.08,1.4884497179985412
235,3981.282,6312.947,637.0,0.0025,0,1,0.6,0,0.2286921247872553,0,0.06818181818181818,0,0.13,1.4884497179985412
236,7335.0,6601.0,1263.0,0.035,0,0,0.2,0,0.15335539566584547,0,0.06719367588932806,0,0.09,1.4884497179985412
237,5510.0,6312.0,1277.0,0.009,0,0,0.0,0,0.003625720841389403,0,0.0,0,0.0,1.4881809867190725
238,6503.0,7681.0,953.0,0.52,1,0,0.4,0,0.1839052169404634,0,0.06818181818181818,1,0.72,1.4797384672544514
239,7830.852,9255.068,1008.92,0.0025,0,0,0.0,0,0.002145252739295792,0,0.0,0,0.0,1.4738986134548777
240,4749.68,7967.0,275.0,0.0025,0,0,0.0,0,0.10471683129299794,0,0.0,0,0.0,1.4694613997071506
241,4687.2,7917.35,314.0,0.005,0,0,0.0,0,0.1062352685066251,0,0.0,0,0.05,1.4694613997071506
242,5520.65,7715.18,753.0,0.0025,0,0,0.0,0,0.08754321726931583,0,0.0,0,0.02,1.4694613997071506
243,4843.648,8047.978,320.0,0.0025,0,0,0.2,0,0.3978221001464729,0,0.0,0,0.02,1.4674825200539034
244,17.0,9179.0,825.0,0.0025,0,0,0.0,0,8.634379087937189e-05,0,0.02702702702702703,0,0.0,1.4647391687207554
245,7520.809,7644.348,1189.0,0.007,0,0,0.0,0,0.061135238087847016,0,0.06818181818181818,0,0.04,1.4600283257024134
246,9462.0,6419.0,1506.0,0.0025,0,0,0.0,0,0.14088618088217414,0,0.06818181818181818,0,0.02,1.4597613440306958
247,6412.0,8294.0,698.0,1.377,1,0,0.4,0,0.28706371551581994,0,0.07142857142857142,1,0.67,1.4573319987163558
248,11897.495,8893.909,1196.9,0.0025,0,0,0.0,0,0.0036993616811445518,0,0.0,0,0.0,1.4565244956273118
249,7485.566,8743.402,680.21,0.0025,0,0,0.0,0,0.0013839724664238182,0,0.0,0,0.01,1.4565244956273118
250,7877.0,6781.0,1350.0,0.0025,0,0,0.0,0,0.0002604110129419915,0,0.0,0,0.0,1.4565244956273116
251,9698.348,6299.905,1498.0,0.071,0,0,0.2,0,0.14431473053652127,0,0.06719367588932806,0,0.11,1.4537997230143334
252,6341.541,7527.155,982.0,0.005,0,0,0.2,0,0.08034202105404654,0,0.02702702702702703,0,0.03,1.4532233203478055
253,5066.0,6581.0,1094.0,4.538,1,1,0.6,1,0.9999695175433458,1,1.0,1,0.78,1.452418246011122
254,10893.451,6468.323,1430.0,0.005,0,0,0.2,0,0.16715282199392065,0,0.0,0,0.04,1.4449293710455036
255,7539.928,7445.966,1253.209,0.0025,0,0,0.2,0,0.21441188753348964,0,0.06818181818181818,0,0.02,1.4434226893096116
256,7349.0,7315.0,1268.0,1.103,1,1,0.6,1,0.825577512274301,1,1.0,1,0.82,1.4397306224324828
257,4429.134,6500.58,813.0,0.023,0,0,0.4,0,0.05373836788548964,0,0.0,0,0.04,1.4382973799252894
258,5259.0,6285.0,1296.0,0.0025,0,0,0.0,0,0.001420689014861618,0,0.0,0,0.0,1.4380745357066407
259,4635.889,6191.478,1039.0,0.041,0,1,0.6,1,0.5636408273319233,0,0.0,0,0.09,1.43588033003832
260,5627.657,8011.16,592.0,0.0025,0,0,0.2,0,0.18398267545289096,0,0.06719367588932806,0,0.05,1.431973845396025
261,6554.0,6930.0,1267.069,0.0025,0,0,0.0,0,0.0017324761782112005,0,0.0,0,0.0,1.4147130680143842
262,4604.995,6403.68,1015.0,0.03,0,0,0.0,0,0.10516206453230845,0,0.06818181818181818,0,0.02,1.4028407463001678
263,7391.12,6471.84,1306.569,0.02,0,0,0.0,0,0.0697018900534295,0,0.06719367588932806,0,0.03,1.4018541504466067
264,4751.525,6829.675,942.979,0.074,0,0,0.0,0,0.31600819105355765,0,0.07142857142857142,0,0.12,1.4009839029913351
265,8606.778,5875.272,1436.569,0.005,0,0,0.2,0,0.10333240219259121,0,0.0,0,0.03,1.3850928397310818
266,9438.0,6320.0,1529.0,0.025,0,0,0.0,0,0.15328195618051138,0,0.0,0,0.1,1.376337274583481
267,8136.054,6446.05,1414.849,0.014,0,0,0.0,0,0.09690633713853274,0,0.06719367588932806,0,0.06,1.365911948779556
268,8067.281,5575.402,1503.0,0.037,0,1,0.6,0,0.25830072613238075,0,0.06719367588932806,0,0.22,1.3614953393298523
269,8013.0,4689.0,1114.0,0.007,0,0,0.0,0,0.03339592745508563,0,0.0,0,0.1,1.3602868158399957
270,5577.393,6763.242,1156.639,0.928,1,1,1.0,1,0.9999874626125389,1,1.0,1,0.96,1.3566676386962717
271,11032.974,7844.365,1359.0,0.0025,0,0,0.0,0,0.0005888599365663313,0,0.0,0,0.0,1.3540430783819428
272,11013.126,6555.424,1469.53,0.0025,0,0,0.0,0,0.00022187133473927992,0,0.0,0,0.0,1.3540430783819428
273,10722.304,7925.479,1305.0,0.0025,0,0,0.0,0,5.669681453662295e-05,0,0.0,0,0.0,1.3540430783819428
274,8679.177,8864.974,1035.69,0.0025,0,0,0.0,0,0.0012956040393417804,0,0.0,0,0.0,1.3531979720508422
275,5390.0,6303.0,1296.0,0.012,0,0,0.0,0,0.00134380144177622,0,0.0,0,0.0,1.3531979720508418
276,7648.0,7087.0,1323.0,0.0025,0,0,0.0,0,0.006032969969851692,0,0.0,0,0.0,1.3531979720508418
277,5142.0,6381.0,1183.0,0.007,0,0,0.0,0,0.005745582373338164,0,0.0,0,0.0,1.3531979720508418
278,4438.089,6419.754,913.0,0.0025,0,0,0.0,0,0.000590354329921571,0,0.0,0,0.0,1.3531979720508418
279,5561.711,6797.572,1156.639,6.967,1,1,0.6,1,0.780256275524647,1,1.0,1,0.89,1.3511826379778789
280,6528.118,7809.41,960.0,1.358,1,1,0.6,0,0.17710736867896631,0,0.06719367588932806,1,0.72,1.3500280102909479
281,13292.89,7617.222,1431.0,0.0025,0,0,0.0,0,0.010762642262987693,0,0.0,0,0.0,1.3465820104867752
282,7634.969,7307.316,1221.0,0.501,1,0,0.2,1,0.8597453840025282,1,1.0,1,0.84,1.3433338091985354
283,7468.3,7510.31,1259.0,0.0025,0,0,0.2,0,0.20435393012930772,0,0.06818181818181818,0,0.15,1.3433235952047533
284,6530.422,7826.883,941.609,1.304,1,1,0.6,0,0.12405800119092146,1,0.8888888888888888,1,0.65,1.3380325410656857
285,7684.86,7184.357,1275.0,0.022,0,0,0.0,0,0.23357163524687166,0,0.06719367588932806,0,0.03,1.3370865875645614
286,5777.983,6139.979,1256.439,0.005,0,0,0.0,0,0.0013787479964491925,0,0.0,0,0.0,1.3277400407895552
287,5854.0,6335.0,1336.0,0.021,0,0,0.0,0,0.0009465918825267356,0,0.0,0,0.0,1.3277400407895552
288,6466.191,9148.689,663.15,0.0025,0,0,0.0,0,7.592499000222871e-05,0,0.0,0,0.0,1.3277400407895552
289,7236.054,5250.356,1354.429,0.0025,0,0,0.0,0,0.0004630616560627031,0,0.0,0,0.0,1.3277400407895552
290,5699.027,6580.02,1284.399,0.0025,0,0,0.0,0,0.0003838947426390987,0,0.0,0,0.0,1.3277400407895552
291,7755.732,8593.776,824.0,0.0025,0,0,0.0,0,0.0001332253635998424,0,0.0,0,0.01,1.3277400407895552
292,5858.0,6303.0,1327.0,0.006,0,0,0.0,0,0.0012344274277087306,0,0.0,0,0.0,1.3277400407895552
293,5830.0,6386.0,1348.0,0.085,0,0,0.0,0,0.0006701573662401607,0,0.06719367588932806,0,0.01,1.3277400407895552
294,6646.269,5139.483,1171.169,0.005,0,0,0.0,0,0.00015813922816523327,0,0.0,0,0.0,1.3277400407895552
295,5276.797,7056.298,920.0,0.0025,0,0,0.0,0,0.0002228769839368741,0,0.0,0,0.0,1.3277400407895552
296,5920.297,7074.473,1147.359,0.0025,0,0,0.0,0,0.00423396226519104,0,0.0,0,0.0,1.3277400407895552
297,5751.848,6528.074,1297.839,0.021,0,0,0.0,0,0.00042227636461658055,0,0.0,0,0.0,1.3277400407895552
298,6251.0,6377.0,1292.0,0.0025,0,0,0.0,0,0.00033542424226284576,0,0.0,0,0.0,1.3277400407895552
299,6112.919,7128.661,1147.359,0.008,0,0,0.0,0,0.0022486102510970067,0,0.0,0,0.0,1.3277400407895552
300,5873.0,6309.0,1318.0,0.0025,0,0,0.0,0,0.0017237975756297338,0,0.0,0,0.0,1.3277400407895552
301,281.0,7781.0,787.0,0.0025,0,0,0.0,0,9.968371440954158e-06,0,0.0,0,0.0,1.3277400407895552
302,6551.836,5135.061,1109.419,0.0025,0,0,0.0,0,0.00020571467282633302,0,0.0,0,0.0,1.3277400407895552
303,5280.749,7050.734,924.0,0.0025,0,0,0.0,0,0.0003219252039819204,0,0.0,0,0.0,1.3277400407895552
304,5576.544,6795.458,1156.639,0.011,0,0,0.0,0,0.00043906979310040327,0,0.0,0,0.0,1.3277400407895552
305,7256.961,3823.359,1200.709,0.0025,0,0,0.0,0,0.0005473923897264779,0,0.0,0,0.01,1.3277400407895552
306,8184.0,6035.0,1431.0,0.0025,0,0,0.0,0,0.0023408664722144434,0,0.0,0,0.0,1.3277400407895552
307,6798.0,8116.0,878.0,0.0025,0,0,0.0,0,0.0006885716606737287,0,0.0,0,0.0,1.3277400407895552
308,6327.073,8514.711,617.0,0.0025,0,0,0.0,0,0.0002412255686080633,0,0.0,0,0.0,1.3277400407895552
309,7169.087,5272.533,1387.149,0.005,0,0,0.0,0,0.0008873360680897207,0,0.0,0,0.0,1.3277400407895552
310,5742.0,6194.0,1270.0,0.0025,0,0,0.0,0,0.0020160283414263442,0,0.0,0,0.0,1.3277400407895552
311,12358.239,6165.869,1493.21,0.069,0,0,0.0,0,0.0873374884580933,0,0.0,0,0.07,1.3277400407895552
312,8361.979,6222.042,1443.039,0.019,0,0,0.0,0,0.00029971574499413484,0,0.0,0,0.01,1.3277400407895552
313,5864.0,6231.0,1295.0,0.0025,0,0,0.0,0,0.0003790263307151659,0,0.0,0,0.01,1.3277400407895552
314,5858.0,6215.0,1289.0,0.0025,0,0,0.0,0,0.0019182421870289268,0,0.0,0,0.0,1.3277400407895552
315,6358.081,8524.675,620.0,0.0025,0,0,0.0,0,0.0023217408872288816,0,0.0,0,0.0,1.3277400407895552
316,4558.992,7331.059,529.0,0.0025,0,0,0.0,0,0.0006855296585840006,0,0.0,0,0.0,1.3277400407895552
317,5115.68,7265.548,789.0,0.0025,0,0,0.0,0,0.0002311279033769018,0,0.0,0,0.0,1.3277400407895552
318,5289.277,7052.313,926.0,0.019,0,0,0.0,0,1.5240214746842465e-05,0,0.0,0,0.02,1.3277400407895552
319,5802.0,7144.0,1083.0,0.0025,0,0,0.0,0,0.0007929505233189166,0,0.0,0,0.0,1.3277400407895552
320,6598.299,9015.171,624.0,0.0025,0,0,0.0,0,0.0005890318890099777,0,0.0,0,0.0,1.3277400407895552
321,7138.644,8878.503,642.0,0.0025,0,0,0.0,0,0.001419803609234058,0,0.0,0,0.0,1.3277400407895552
322,5566.279,6787.264,1089.0,0.0025,0,0,0.0,0,0.0005164176676660099,0,0.0,0,0.0,1.3277400407895552
323,5938.795,7716.363,771.0,0.0025,0,0,0.0,0,0.0008870817773699147,0,0.06719367588932806,0,0.02,1.3277400407895552
324,5918.0,6328.0,1310.0,0.005,0,0,0.0,0,0.0004816806080008566,0,0.0,0,0.0,1.3277400407895552
325,5488.0,6538.0,1217.0,0.005,0,0,0.0,0,0.007044425099101872,0,0.0,0,0.0,1.3240931896326185
326,7378.042,8799.857,683.0,0.0025,0,0,0.0,0,0.002203134868311117,0,0.0,0,0.0,1.3240931896326185
327,7539.822,8752.368,615.0,0.0025,0,0,0.0,0,0.002502640439691104,0,0.0,0,0.0,1.3240931896326185
328,7734.0,5341.987,1412.109,0.008,0,0,0.2,0,0.08089213471381605,0,0.06719367588932806,0,0.1,1.3238307337324429
329,10920.0,6418.0,1487.0,0.0025,0,0,0.0,0,0.04818167233674297,0,0.0,0,0.03,1.319284200709451
330,4582.926,6487.616,925.0,0.006,0,0,0.4,0,0.07389469474449506,0,0.0,0,0.01,1.3158976652589347
331,6418.0,7540.0,959.0,0.0025,0,0,0.0,0,0.003698690633967324,0,0.0,0,0.0,1.3131219923296569
332,6468.0,8267.0,717.0,0.053,0,0,0.0,0,0.3128987030901661,1,0.8947368421052632,0,0.27,1.312346106726772
333,7607.818,7389.85,1225.0,0.017,0,0,0.0,0,0.17993231334587403,0,0.0,0,0.0,1.3097794499392155
334,11263.732,7832.584,1230.37,0.0025,0,0,0.0,0,0.00032869068851092766,0,0.0,0,0.0,1.3074922699210423
335,11193.267,7771.686,1286.77,0.0025,0,0,0.0,0,0.0002469875215967171,0,0.0,0,0.0,1.3074922699210423
336,5830.552,8239.037,696.0,0.005,0,0,0.0,0,0.15938096532796997,0,0.06719367588932806,0,0.01,1.3016174809109984
337,4684.098,6356.318,1010.0,0.021,0,0,0.0,0,0.02000525820686234,0,0.0,0,0.03,1.2998162978162042
338,11802.383,8850.063,1180.08,0.005,0,0,0.0,0,0.0009504822411384395,0,0.0,0,0.01,1.2998162978162042
339,10960.155,7735.912,1336.0,0.0025,0,0,0.0,0,0.004491994236586199,0,0.0,0,0.01,1.2989732120213062
340,4735.0,3780.0,870.0,0.0025,0,0,0.0,0,0.00031794842931689884,0,0.0,0,0.0,1.298973212021306
341,5245.175,3347.409,1051.68,0.0025,0,0,0.0,0,0.00048167380009966963,0,0.0,0,0.0,1.298973212021306
342,6273.473,9078.348,593.0,0.0025,0,0,0.0,0,0.0001268496873280012,0,0.0,0,0.0,1.298973212021306
343,4766.736,2771.936,1333.0,0.0025,0,0,0.0,0,0.0005294983355356192,0,0.0,0,0.0,1.298973212021306
344,4784.747,6015.991,1121.0,0.0025,0,0,0.0,0,0.0016511723712727042,0,0.0,0,0.0,1.2961042273024823
345,4457.0,7673.0,363.0,0.0025,0,0,0.0,0,0.13887795456887658,0,0.0,0,0.01,1.2915562094254642
346,6278.0,6571.0,1343.0,0.0025,0,0,0.0,0,0.002250628962637559,0,0.0,0,0.0,1.2892512658705955
347,8687.14,5293.29,1194.68,0.0025,0,0,0.0,0,0.0010635216427440078,0,0.0,0,0.0,1.2855751044603654
348,4326.012,7648.652,334.0,0.0025,0,0,0.0,0,0.002907715560133943,0,0.0,0,0.0,1.2845358172811545
349,6339.0,7627.0,882.0,0.0025,0,0,0.0,0,0.07667161591174332,0,0.02702702702702703,0,0.04,1.2831640983631358
350,10751.655,7228.413,1349.56,0.006,0,0,0.0,0,0.009109483111443094,0,0.0,0,0.02,1.2831640983631358
351,885.0,11617.0,751.0,0.0025,0,0,0.0,0,0.010344969293536259,0,0.0,0,0.0,1.2827255904095414
352,5882.0,3892.0,879.0,0.0025,0,0,0.0,0,0.0005425976556302244,0,0.0,0,0.0,1.2827255904095414
353,10781.239,5714.179,1554.56,0.318,1,1,0.6,1,0.9980380074657916,1,1.0,1,0.85,1.2804469113875805
354,5106.28,8329.074,355.0,0.027,0,0,0.2,0,0.363542157589122,1,0.7,0,0.1,1.2802904811759137
355,13273.051,7774.233,1386.92,0.211,1,1,1.0,1,0.9999999997418847,1,1.0,1,0.8,1.2790193274187311
356,4031.027,7508.127,221.33,0.005,0,0,0.0,0,0.008456520238504647,0,0.03278688524590164,0,0.0,1.2762015587021893
357,4129.443,6633.987,605.0,0.0025,0,0,0.0,0,0.001198958315702222,0,0.0,0,0.0,1.275993647500161
358,5677.0,6218.0,1254.0,0.0025,0,0,0.0,0,0.00025236203070588587,0,0.0,0,0.0,1.275993647500161
359,6074.296,3725.401,992.74,0.0025,0,0,0.0,0,0.0016830563722832514,0,0.0,0,0.01,1.2732827615568096
360,6825.562,6722.534,1337.959,0.011,0,0,0.0,0,0.0018356077733966494,0,0.0,0,0.0,1.2732827615568096
361,4948.0,6623.0,1056.0,0.0025,0,0,0.0,0,0.004104556813228331,0,0.0,0,0.0,1.2732827615568092
362,6160.0,3987.0,887.0,0.0025,0,0,0.0,0,0.0001255042356899831,0,0.0,0,0.0,1.2732827615568092
363,4599.0,5970.0,977.0,0.0025,0,0,0.0,0,0.0047502559764739756,0,0.0,0,0.0,1.2695947441053914
364,4817.0,5968.0,1086.0,0.0025,0,0,0.0,0,0.001629545278385011,0,0.0,0,0.0,1.2695947441053914
365,5823.0,5922.0,1165.0,0.0025,0,0,0.0,0,0.001473653827273489,0,0.0,0,0.0,1.2695947441053914
366,4718.322,6074.248,1131.0,0.0025,0,0,0.0,0,0.0015420310660049059,0,0.0,0,0.0,1.2695947441053914
367,5274.607,6433.085,1237.0,0.009,0,0,0.0,0,0.006052816309215144,0,0.0,0,0.0,1.2695947441053912
368,6527.941,7809.983,941.609,1.077,1,1,0.6,0,0.09683259526018674,0,0.4666666666666667,1,0.78,1.2674178424238087
369,6277.332,9078.652,596.0,0.0025,0,0,0.0,0,0.007942036829341841,0,0.0,0,0.01,1.2640521819010142
370,8628.965,6719.967,1375.089,0.008,0,0,0.0,0,0.10379366956235427,0,0.0,0,0.04,1.2626317675957817
371,6539.0,7750.0,975.0,0.0025,0,0,0.0,0,0.002251014855701611,0,0.0,0,0.0,1.2608487471402665
372,6737.0,6730.0,1357.0,0.007,0,0,0.0,0,0.00171567381514316,0,0.0,0,0.0,1.2608487471402665
373,6731.0,7833.0,1030.0,0.0025,0,0,0.0,0,0.002341483122903556,0,0.0,0,0.0,1.2608487471402665
374,4985.642,8193.464,400.0,0.0025,0,0,0.0,0,0.0010741081283566632,0,0.06719367588932806,0,0.02,1.2608487471402665
375,11929.28,8279.309,1212.58,0.0025,0,0,0.0,0,0.0079894904610376,0,0.0,0,0.01,1.2608487471402665
376,5106.5,8327.524,355.0,0.0025,0,0,0.0,0,0.013441717322267751,0,0.06719367588932806,0,0.09,1.2608487471402665
377,6234.0,7203.0,1135.0,0.039,0,0,0.0,0,0.000919421105420534,0,0.0,0,0.01,1.2608487471402665
378,6666.0,7816.0,1002.0,0.0025,0,0,0.0,0,0.0023651320978866418,0,0.0,0,0.0,1.2608487471402665
379,4987.099,8192.271,400.0,0.01,0,0,0.0,0,0.0012394377700700684,0,0.0,0,0.01,1.2608487471402665
380,8579.84,5678.53,1304.19,0.006,0,0,0.0,0,0.0030747320390755156,0,0.0,0,0.02,1.260848747140266
381,6342.413,6822.44,1332.569,0.01,0,0,0.0,0,0.0017286718557862903,0,0.0,0,0.02,1.260848747140266
382,6934.998,9138.164,715.3,0.0025,0,0,0.0,0,0.0018873289253694282,0,0.0,0,0.01,1.260848747140266
383,3919.959,6658.304,514.0,0.0025,0,0,0.0,0,0.0041925777122302135,0,0.0,0,0.0,1.260848747140266
384,4493.166,7284.159,553.0,0.0025,0,0,0.0,0,0.004047574620454223,0,0.0,0,0.0,1.260848747140266
385,8843.59,5477.65,1277.49,0.0025,0,0,0.0,0,0.0003786892464880913,0,0.0,0,0.02,1.260848747140266
386,6761.0,8006.0,932.0,0.0025,0,0,0.0,0,0.0025336932878303763,0,0.0,0,0.0,1.260848747140266
387,6433.0,7620.0,919.0,0.0025,0,0,0.0,0,0.0026426812989765753,0,0.0,0,0.0,1.260848747140266
388,5447.0,8323.0,539.0,0.014,0,0,0.0,0,0.04947554683925384,0,0.0,0,0.01,1.2590711648003683
389,6181.372,7345.085,1052.0,0.088,0,0,0.4,0,0.2261661089081193,0,0.4666666666666667,0,0.25,1.2578386148606286
390,6454.0,7701.0,937.0,0.014,0,0,0.2,0,0.11450826992540807,0,0.0,0,0.03,1.25014282118981
391,6349.78,7849.143,929.0,0.0025,0,0,0.0,0,0.01837257978225852,0,0.0,0,0.02,1.246038143384963
392,8143.953,6998.028,1317.179,0.058,0,0,0.0,0,0.10485816257131862,0,0.0,0,0.01,1.241317176748416
393,9635.037,5568.045,1435.879,6.095,1,0,0.4,0,0.0916762126124913,1,0.7,1,0.8,1.2407711243896293
394,5896.0,6012.0,1207.0,0.0025,0,0,0.0,0,0.004446947786162035,0,0.0,0,0.0,1.2327814556691272
395,5344.0,6559.0,1132.0,0.0025,0,0,0.0,0,0.0106588902155293,0,0.0,0,0.0,1.232781455669127
396,5886.0,6230.0,1288.0,0.0025,0,0,0.0,0,0.006772239928550776,0,0.0,0,0.0,1.232781455669127
397,4933.982,6270.518,1228.0,0.006,0,0,0.0,0,0.0004141713583844285,0,0.0,0,0.0,1.2319798825112362
398,5424.413,6358.067,1317.0,0.073,0,0,0.0,0,0.12527961540268417,0,0.06818181818181818,0,0.01,1.231835628701291
399,7736.492,5339.727,1412.109,0.005,0,0,0.2,0,0.13849815458131443,0,0.0,0,0.01,1.231748521164469
400,7647.991,7330.175,1242.0,0.007,0,0,0.2,0,0.1627054976844073,0,0.06719367588932806,0,0.02,1.231748521164469
401,7646.665,9257.735,960.0,0.011,0,0,0.0,0,0.05776104776556732,0,0.0,0,0.04,1.231748521164469
402,4994.42,8197.143,410.0,0.005,0,0,0.0,0,0.0388840030162843,0,0.06719367588932806,0,0.06,1.231748521164469
403,4513.0,7794.0,335.0,0.073,0,0,0.2,0,0.21147590257603174,0,0.0,0,0.17,1.2251499444637322
404,10810.88,9670.947,1406.0,0.013,0,0,0.4,0,0.09283869148529249,0,0.0,0,0.14,1.2241840170916358
405,3880.602,7340.948,137.3,0.015,0,0,0.0,0,9.658393167483007e-07,0,0.0,0,0.12,1.2241840170916358
406,5396.0,6578.0,1147.0,0.0025,0,0,0.0,0,0.00164888394766839,0,0.0,0,0.0,1.210589368349123
407,5619.311,7058.962,1013.18,0.0025,0,0,0.0,0,0.011290540730940163,0,0.0,0,0.0,1.210589368349123
408,7865.218,7301.202,1121.959,0.0025,0,0,0.0,0,0.002514255755376603,0,0.0,0,0.0,1.2104343513637787
409,13738.0,1430.0,1325.0,0.0025,0,0,0.0,0,0.000178529584626916,0,0.0,0,0.0,1.2038724413540622
410,4837.258,2969.117,1315.0,0.0025,0,0,0.0,0,2.946227473716398e-05,0,0.0,0,0.0,1.2038724413540622
411,8110.039,5616.972,1448.799,0.0025,0,0,0.0,0,0.0002613684161878974,0,0.0,0,0.0,1.2038724413540622
412,9403.312,5475.841,1342.289,0.0025,0,0,0.0,0,0.00015984274302412394,0,0.0,0,0.0,1.2038724413540622
413,7121.0,5311.0,1351.0,0.0025,0,0,0.0,0,0.00035062713941482246,0,0.0,0,0.0,1.2038724413540622
414,5688.0,5839.0,1103.0,0.0025,0,0,0.0,0,0.0005371981227297248,0,0.0,0,0.0,1.2038724413540622
415,5683.0,5858.0,1097.0,0.006,0,0,0.0,0,0.010566259455137835,0,0.0,0,0.0,1.2038724413540622
416,5694.0,5809.0,1097.0,0.0025,0,0,0.0,0,0.0010218465156584633,0,0.0,0,0.01,1.2038724413540622
417,4857.822,2887.272,1325.0,0.0025,0,0,0.0,0,6.70209222040509e-05,0,0.0,0,0.01,1.2038724413540622
418,11057.485,7814.044,1351.0,0.0025,0,0,0.0,0,2.848555631269921e-05,0,0.0,0,0.0,1.2038724413540622
419,14063.0,1189.0,1265.0,0.0025,0,0,0.0,0,0.0002763469698095617,0,0.0,0,0.0,1.2038724413540622
420,6348.912,7353.111,1040.209,0.018,0,0,0.0,0,0.0010883818016991565,0,0.02702702702702703,0,0.0,1.2030812465920673
421,5674.004,5869.13,1122.0,0.031,0,0,0.0,0,0.0011265214026846915,0,0.0,0,0.0,1.2030812465920673
422,4780.054,6400.453,1036.0,0.021,0,0,0.0,0,0.001950592600091713,0,0.0,0,0.0,1.2030812465920673
423,7504.0,7094.0,1280.0,0.0025,0,0,0.0,0,0.000300716234079825,0,0.0,0,0.0,1.2030812465920673
424,13684.0,1481.0,1354.0,0.0025,0,0,0.0,0,8.744479372413295e-05,0,0.0,0,0.0,1.2030812465920673
425,2540.0,7416.0,393.0,0.0025,0,0,0.0,0,0.0009938554556245048,0,0.0,0,0.0,1.2030812465920673
426,6764.912,4994.066,1117.299,0.005,0,0,0.0,0,0.0028240926796249182,0,0.0,0,0.0,1.2030812465920673
427,6466.76,6960.407,1252.0,1.887,1,1,1.0,1,0.9978301956814183,1,1.0,1,0.95,1.2017203414362965
428,7668.103,7227.104,1273.0,2.625,1,1,0.8,1,0.9953897482772758,1,1.0,1,0.96,1.2017203414362965
429,6516.94,7262.883,1102.0,0.828,1,0,0.4,0,0.2826563005682894,1,0.8888888888888888,1,0.89,1.1990400633545557
430,5747.782,5878.525,1150.0,0.01,0,0,0.2,0,0.20583493802889166,0,0.0,0,0.04,1.1965164679909388
