East,North,Level,Au_ppm,Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au
10759.075,9711.097,1407.0,0.007,2.782,8.95,130.28,532.53,0.97,6.4,0.09,0.28,37.84,1.69,7.88,15.83,18.54,5.88,18.53,0.09,3.69,2.58,24.62,0.7,361.77,4.73,0.06,6.4,1.62,602.46,990.68,135.81,0.001,0.07,9.16,16.6,3.19,2.06,24.77,0.55,1.708,8.58,0.41,2.23,1.88,154.09,1.65,11.9,64.55,123.61,0
10774.114,9705.094,1406.0,0.005,0.747,1.48,14.0,20.91,0.31,0.14,22.79,3.12,12.51,2.9,6.43,1.67,20.15,1.52,4.34,0.025,0.65,0.01,6.04,2.22,4642.54,1.61,0.01,1.13,2.92,1118.19,187.84,0.63,0.001,0.11,10.01,2.27,1.0,0.57,366.41,0.11,0.065,1.67,0.04,0.05,0.47,18.14,0.31,6.6,484.62,21.38,0
10783.487,9699.401,1406.0,0.005,0.037,8.51,0.57,576.01,0.85,0.05,4.91,0.09,26.52,21.15,24.77,9.54,39.31,5.66,21.32,0.08,3.35,0.85,11.2,2.65,796.33,0.89,2.32,5.29,12.48,1085.16,10.06,14.14,0.001,0.01,2.68,16.69,0.5,0.98,523.71,0.41,0.025,2.94,0.56,0.25,0.88,177.57,0.42,11.9,101.43,131.35,0
10776.619,9725.142,1409.0,0.005,0.01,8.16,2.05,1210.77,0.81,0.05,4.83,0.13,25.4,21.85,19.49,7.45,34.27,5.14,21.91,0.08,3.17,0.59,11.87,1.65,1145.67,0.78,2.94,5.73,10.42,924.89,8.04,10.27,0.001,0.02,8.07,20.23,0.5,1.07,708.84,0.37,0.025,3.01,0.57,0.23,0.73,156.8,0.4,13.12,86.58,111.68,0
10803.614,9687.717,1408.0,0.005,0.063,9.54,4.65,467.65,0.88,0.05,5.71,0.14,27.79,20.91,35.32,1.98,42.86,5.72,22.98,0.07,3.59,0.94,13.98,2.16,797.53,1.3,2.69,6.57,15.32,1164.04,14.96,15.81,0.001,0.005,4.86,20.88,0.5,1.04,580.44,0.4,0.025,2.87,0.63,0.13,0.82,178.49,0.38,14.02,109.74,128.39,0
10810.88,9670.947,1406.0,0.013,5.649,7.23,490.99,2583.1,1.19,0.05,0.66,482.55,34.11,8.42,11.64,15.53,14.38,3.84,15.95,0.1,3.55,2.18,25.66,0.18,2372.71,2.93,0.13,5.77,7.87,646.07,8797.22,85.45,0.001,0.14,205.47,10.86,1.0,1.19,24.61,0.48,0.025,5.35,0.41,1.93,1.67,105.53,2.44,24.07,11000.0,115.75,0
10847.003,9608.365,1404.0,0.006,1.028,10.07,76.61,370.28,1.32,0.06,0.19,32.88,32.61,13.71,23.73,10.38,27.12,4.99,22.67,0.08,3.59,1.77,16.61,0.24,1851.67,1.45,0.19,8.44,6.8,757.21,198.28,106.18,0.001,0.01,13.46,15.79,0.5,1.64,15.78,0.63,0.025,9.78,0.5,1.33,2.72,125.29,1.14,19.99,4098.93,151.41,0
10848.709,9609.613,1406.0,0.01,3.048,8.81,150.65,380.37,1.11,0.09,0.04,8.84,33.73,6.07,12.54,12.39,17.34,6.79,17.91,0.12,4.09,2.6,30.76,0.2,1119.52,10.35,0.04,6.5,3.32,845.18,773.22,112.99,0.002,0.02,23.17,14.81,0.5,1.7,10.2,0.51,0.025,7.48,0.38,1.79,2.07,94.77,1.44,33.75,5054.2,162.03,0
10892.864,9520.108,1412.0,0.005,0.121,7.27,1.9,350.45,0.96,0.05,2.99,0.33,27.84,12.93,10.14,7.14,4.5,4.07,17.7,0.06,3.76,1.19,13.59,1.94,2727.39,0.59,2.35,8.01,2.86,798.16,53.6,39.48,0.001,0.01,6.42,14.41,0.5,1.78,79.05,0.51,0.025,5.32,0.41,0.94,1.87,117.44,1.05,15.78,212.59,155.78,0
10748.904,9560.958,1370.0,0.005,1.773,6.23,13.43,6874.34,1.15,0.05,0.28,6.2,28.96,3.64,10.65,10.77,11.62,1.6,15.71,0.05,3.46,2.03,16.53,0.4,665.84,0.28,0.96,6.63,1.86,815.55,881.69,89.87,0.001,0.23,13.78,5.33,0.5,1.34,659.74,0.47,0.025,4.33,0.25,0.89,1.24,35.1,0.71,12.59,1633.73,128.14,0
10718.47,9555.548,1369.0,0.016,0.78,8.38,236.68,192.92,1.07,0.05,2.71,5.3,35.53,6.47,9.41,9.87,7.87,3.66,18.98,0.07,3.27,1.71,19.23,0.89,1739.05,3.93,2.49,8.47,3.67,1060.58,147.14,61.53,0.001,0.04,14.86,7.8,0.5,1.72,71.2,0.55,0.025,5.34,0.3,0.84,1.19,50.58,0.93,18.13,486.09,130.93,0
10681.661,9460.156,1331.0,0.007,0.86,6.07,12.24,220.03,1.05,0.05,5.14,0.65,32.01,10.35,18.66,8.89,9.53,3.47,12.5,0.07,3.11,1.29,17.7,1.01,2558.15,2.8,1.89,5.81,3.67,763.15,51.48,54.74,0.001,0.03,12.0,11.02,0.5,1.2,148.38,0.44,0.025,5.64,0.27,0.81,1.87,89.37,0.67,17.41,183.31,98.17,0
10535.913,9327.418,1321.0,0.005,0.135,10.42,124.94,633.35,0.9,0.61,0.14,1.76,25.91,2.57,12.29,23.5,46.09,5.38,20.82,0.06,3.84,1.33,16.95,0.8,768.17,0.68,1.88,8.32,0.7,550.86,320.06,52.91,0.001,0.01,28.04,18.33,2.9,1.43,206.38,0.72,0.303,9.08,0.47,1.09,2.47,102.9,0.84,12.42,238.65,125.75,0
10508.997,9305.912,1307.0,0.0025,0.081,0.58,5.87,31.07,0.1,0.12,0.03,0.27,5.98,1.75,27.64,2.1,6.7,1.34,1.67,0.025,0.11,0.13,3.03,0.11,320.53,0.52,0.02,1.36,2.28,65.71,67.52,8.12,0.001,0.005,2.16,0.97,0.5,0.32,6.76,0.11,0.05,1.19,0.08,0.17,0.1,13.78,0.33,1.92,127.54,4.13,0
10484.254,9252.733,1298.0,0.005,0.272,8.28,239.77,507.06,0.78,3.5,0.03,0.2,24.95,0.86,8.29,10.0,21.85,6.89,18.67,0.08,4.17,2.59,17.6,0.7,916.11,0.32,0.85,7.5,1.4,684.16,310.77,138.44,0.001,0.07,8.11,16.51,3.12,5.44,24.08,0.65,0.796,9.67,0.41,2.4,2.3,116.08,0.6,16.85,179.01,154.97,0
10460.726,9162.846,1276.0,0.0025,0.065,8.64,41.64,250.5,1.01,0.72,0.9,0.63,29.72,9.82,5.86,9.84,15.58,4.43,18.46,0.05,2.88,0.52,12.09,2.52,3640.87,0.46,2.92,6.37,3.5,809.3,9.37,15.0,0.001,0.03,23.5,15.14,0.5,2.3,192.92,0.59,0.025,5.9,0.4,1.12,1.71,124.69,0.74,19.21,44.86,104.07,0
10336.166,9037.969,1222.0,0.005,0.076,8.93,1.58,434.98,0.88,0.05,6.27,0.09,22.89,22.06,22.55,3.23,36.63,5.45,21.45,0.15,3.13,0.77,10.5,1.91,778.85,0.84,2.14,6.06,11.19,978.49,7.2,15.32,0.001,0.005,14.67,17.73,0.5,1.04,607.31,0.4,0.025,2.96,0.64,0.31,0.83,168.93,0.41,13.11,86.39,118.0,0
10175.674,8736.307,1089.0,0.005,0.041,9.8,2.15,652.71,0.93,0.05,4.52,0.14,28.92,24.05,22.38,4.03,39.52,5.61,22.32,0.08,3.52,1.4,14.19,2.32,990.72,0.91,2.49,6.63,13.34,1006.68,9.29,25.62,0.001,0.005,19.15,20.48,0.5,0.87,581.0,0.46,0.025,2.83,0.64,0.63,0.83,189.82,0.39,12.86,114.86,121.17,0
10186.511,8728.796,1107.0,0.0025,0.066,8.07,5.67,796.21,1.11,0.05,1.87,0.1,36.88,21.13,58.15,5.89,23.21,6.07,21.24,0.1,4.25,1.53,16.62,2.6,5321.46,0.25,2.94,7.64,13.89,920.88,18.46,34.58,0.001,0.01,23.91,19.22,0.5,1.41,216.67,0.57,0.025,4.43,0.6,0.91,1.2,179.44,0.89,14.27,723.12,160.7,0
12291.151,9344.202,1358.05,0.017,3.944,6.86,2051.51,108.66,1.07,5.55,0.31,0.29,31.34,9.93,21.31,4.65,212.39,4.48,18.51,0.05,0.81,1.32,15.49,1.0,210.07,2.97,0.41,4.64,3.05,467.9,866.83,85.74,0.001,0.03,18.85,9.79,2.07,48.69,96.74,0.57,0.531,17.94,0.26,1.15,3.28,75.34,6.7,5.38,112.37,25.43,0
11897.495,8893.909,1196.9,0.0025,0.075,7.29,4.68,430.15,1.78,0.08,1.69,1.93,46.23,5.15,13.88,7.08,10.56,2.24,18.95,0.07,2.39,2.26,26.29,0.42,671.84,0.33,2.17,7.52,6.23,516.83,15.12,76.98,0.001,0.01,2.87,6.85,0.5,1.29,144.12,0.73,0.025,10.22,0.21,0.86,2.45,43.02,0.82,14.26,47.52,65.61,0
12283.669,9423.82,1371.49,0.009,0.084,8.27,10.86,770.17,1.23,0.13,3.0,0.22,33.59,8.01,21.42,6.13,31.86,3.33,18.97,0.07,0.57,2.61,21.95,1.07,360.36,2.37,2.66,6.31,4.63,515.02,12.99,81.79,0.003,0.03,4.7,10.34,0.5,2.29,300.61,0.71,0.025,16.05,0.32,0.61,3.74,78.66,0.85,15.05,32.11,15.24,0
12182.615,9451.037,1345.29,0.0025,3.116,8.89,30.62,446.08,0.92,1.25,1.53,1.33,39.71,7.39,102.4,10.14,789.03,7.13,18.36,0.07,0.93,1.47,17.83,2.39,805.67,0.79,1.92,4.78,33.13,839.74,47.38,49.82,0.001,0.22,3.79,20.67,2.05,30.8,270.84,0.42,0.14,4.77,0.56,1.42,1.72,173.22,1.58,14.86,137.85,25.36,0
12091.205,9306.671,1322.09,0.005,0.02,10.1,8.39,243.43,1.83,0.23,4.22,0.05,51.92,36.14,48.9,5.17,67.08,5.59,25.35,0.08,0.3,0.59,24.09,1.01,503.84,1.35,1.57,13.52,37.64,576.13,4.1,19.33,0.002,0.84,1.99,22.56,1.05,0.94,413.48,1.01,0.069,11.03,0.46,0.33,2.15,118.68,0.22,17.23,11.66,11.42,0
11989.433,9247.174,1307.57,0.0025,0.005,9.96,4.92,762.45,2.91,0.05,0.31,0.06,87.37,9.34,57.2,4.49,0.65,4.56,24.67,0.1,0.39,3.75,41.54,0.92,460.29,0.18,0.61,18.64,26.87,502.52,0.25,161.7,0.001,0.01,1.6,16.18,0.5,1.48,56.8,1.27,0.025,14.88,0.5,0.82,1.45,118.24,0.47,33.76,5.1,9.71,0
11969.984,9250.353,1304.83,0.0025,0.01,10.99,4.35,843.79,2.58,0.05,0.23,0.15,105.39,12.22,68.23,6.15,2.5,5.34,25.08,0.13,0.48,3.88,48.92,1.12,528.91,0.22,0.31,21.82,35.8,732.75,0.74,183.54,0.001,0.005,1.87,20.16,0.5,1.94,46.19,1.43,0.025,15.78,0.6,0.96,2.19,132.72,1.08,45.91,9.12,17.06,0
11929.604,9407.668,1288.72,0.0025,0.03,8.08,3.58,1338.73,1.9,0.11,7.46,0.17,65.09,9.98,28.85,1.09,4.35,4.89,22.19,0.1,0.65,2.19,30.45,1.96,975.77,0.63,1.15,12.12,16.31,1539.88,9.45,37.7,0.001,0.03,0.82,23.69,0.5,0.74,567.36,0.77,0.051,9.64,0.42,0.33,1.62,109.17,0.21,29.56,39.43,17.52,0
11856.873,9268.942,1288.82,0.0025,0.052,6.8,0.79,173.44,1.59,0.09,1.63,0.28,7.8,1.61,42.39,4.94,1.15,1.44,13.34,0.025,0.65,0.86,4.06,0.76,312.0,0.28,2.1,15.71,12.05,527.64,14.58,49.04,0.001,0.005,0.57,9.35,0.5,3.95,145.83,0.92,0.025,7.44,0.44,0.66,0.98,79.62,2.71,12.87,23.37,22.34,0
11795.463,9115.365,1276.28,0.0025,0.005,12.61,0.1,254.92,1.64,0.05,2.38,0.11,38.85,2.23,45.95,2.84,0.67,2.01,19.52,0.06,3.41,1.42,17.47,1.24,250.57,0.12,3.96,16.48,18.27,748.37,0.73,84.55,0.001,0.005,0.81,19.9,0.5,1.38,212.03,1.03,0.025,13.72,0.58,0.59,2.34,138.22,1.97,29.02,9.67,136.89,0
11691.29,8953.909,1226.3,0.0025,0.139,6.32,21.43,289.5,1.54,0.05,0.54,0.54,43.95,1.02,3.06,10.15,3.63,1.1,13.91,0.06,2.76,2.27,29.92,0.1,650.19,1.09,1.41,6.67,1.09,111.11,19.27,104.57,0.001,0.005,6.33,2.04,0.5,1.46,47.76,0.79,0.025,20.03,0.06,0.9,4.43,1.81,0.91,21.19,51.44,85.72,0
11615.695,8856.134,1193.41,0.0025,0.096,8.98,5.66,531.24,1.25,0.05,4.37,0.33,27.05,21.91,38.16,2.27,26.21,5.09,21.21,0.09,1.38,1.24,12.7,1.87,1189.04,0.66,2.32,6.9,12.2,1038.72,16.81,19.26,0.001,0.01,2.06,17.96,0.5,1.53,498.09,0.47,0.025,2.09,0.62,0.38,0.48,176.94,0.49,13.61,160.35,44.18,0
11802.383,8850.063,1180.08,0.005,0.362,8.19,12.92,1138.33,1.87,0.31,1.2,1.03,50.54,10.67,18.28,6.71,23.64,2.86,17.95,0.1,2.05,3.03,25.07,0.44,698.39,0.67,2.1,7.87,13.16,565.3,62.06,126.47,0.001,0.18,3.52,6.69,0.5,0.59,332.4,0.71,0.025,12.78,0.2,1.2,3.1,39.27,0.98,12.5,106.43,65.04,0
10144.0,8642.0,1051.0,0.0025,0.13,8.68,2.99,1309.41,1.21,0.05,2.78,0.18,38.36,10.55,15.37,10.61,20.18,3.69,20.51,0.08,3.92,2.49,15.79,0.7,2952.53,0.25,3.18,8.51,3.38,1014.21,6.49,99.05,0.001,0.02,7.77,15.07,0.5,1.33,594.73,0.59,0.025,4.92,0.45,1.3,1.68,102.42,0.65,17.36,246.41,161.58,0
10287.0,8689.0,1085.0,0.0025,0.143,8.66,3.69,834.06,1.39,0.05,2.12,0.09,38.57,9.51,4.15,6.93,6.09,3.78,21.18,0.08,3.56,1.69,17.41,1.24,2637.24,0.47,4.32,9.26,1.76,1262.92,8.56,59.56,0.001,0.01,3.86,9.46,0.5,1.85,518.4,0.55,0.025,4.39,0.31,0.83,1.2,55.78,0.94,20.02,222.27,163.39,0
10343.0,8772.0,1110.0,0.0025,0.064,9.5,0.38,721.89,1.47,0.05,2.75,0.09,32.36,11.59,4.35,11.02,5.66,4.83,19.74,0.07,3.09,1.69,13.15,1.12,2772.73,0.18,3.15,7.86,1.19,1202.7,10.08,54.64,0.001,0.01,5.91,11.77,0.5,1.25,566.83,0.56,0.054,3.62,0.53,0.87,0.93,129.3,0.45,21.59,237.85,129.16,0
10414.0,8808.0,1142.0,0.0025,0.926,8.21,5.78,486.86,1.31,0.05,2.97,0.12,38.39,9.03,9.24,6.04,12.82,3.38,13.52,0.07,2.97,1.31,20.46,1.06,2263.32,0.52,3.2,6.68,3.13,701.95,44.21,61.97,0.001,0.03,6.11,8.6,0.5,1.63,210.63,0.55,0.025,8.91,0.3,0.76,3.06,82.18,1.05,17.51,128.8,104.29,0
10436.0,8858.0,1150.0,0.007,0.01,10.28,1.56,773.57,1.29,0.05,1.82,0.06,36.32,13.06,10.04,9.12,13.65,4.68,17.73,0.07,4.3,1.94,20.22,1.51,1039.48,0.26,3.29,8.04,2.73,821.47,36.92,72.92,0.001,0.01,2.99,14.23,0.5,1.57,488.55,0.65,0.025,7.99,0.42,0.99,2.4,123.85,0.86,20.67,156.1,167.34,0
10159.0,8676.0,1065.0,0.0025,0.108,7.66,3.04,774.95,1.35,0.05,1.91,0.22,32.97,20.21,43.3,4.44,34.98,4.94,18.33,0.1,4.1,1.5,16.0,1.63,4918.99,0.26,3.17,6.98,13.26,1070.2,13.38,38.14,0.001,0.01,15.16,19.78,0.5,1.46,331.44,0.55,0.025,3.99,0.53,0.67,1.32,147.99,0.56,17.82,551.88,144.92,0
10565.0,9023.0,1212.0,0.0025,0.053,8.62,1.25,1229.73,1.47,0.005,3.96,0.09,32.05,12.37,8.35,3.68,6.36,4.49,19.69,0.06,4.37,1.22,15.23,1.4,1213.94,0.52,2.46,8.98,2.85,1047.29,12.14,25.92,0.001,0.03,3.51,13.95,0.5,1.6,614.23,0.64,0.025,4.21,0.49,0.26,1.62,118.87,0.45,18.42,94.93,187.13,0
10581.0,9068.0,1216.0,0.0025,0.005,9.36,1.11,583.14,1.45,0.005,4.04,0.1,34.92,10.74,9.05,2.5,12.31,5.04,21.34,0.07,4.6,1.27,15.06,1.24,817.85,1.06,2.41,9.57,2.78,1101.52,13.13,27.17,0.001,0.005,3.37,13.68,0.5,1.6,395.51,0.66,0.025,5.13,0.55,0.18,1.5,122.46,0.57,22.04,82.76,177.03,0
10714.0,9146.0,1214.0,0.0025,0.423,8.44,1.26,890.09,1.54,0.05,2.83,1.57,48.96,7.23,5.02,5.16,8.17,4.49,21.77,0.09,4.09,1.55,19.0,0.57,1112.42,0.21,3.1,9.55,1.55,907.18,62.71,57.99,0.001,0.005,1.76,12.1,0.5,1.63,320.65,0.61,0.025,6.07,0.42,0.7,1.82,82.98,0.75,23.03,254.3,155.31,0
10861.0,9241.0,1258.0,0.0025,0.087,9.23,0.41,882.47,1.48,0.17,1.78,0.44,47.49,6.36,8.12,5.15,5.34,3.67,18.09,0.12,3.1,3.52,21.22,0.82,901.77,0.31,3.07,8.89,1.94,748.79,10.3,165.77,0.001,0.02,2.09,9.8,0.5,2.52,295.48,0.64,0.058,6.29,0.35,1.55,1.29,70.53,0.72,17.18,169.18,134.05,0
10867.0,9037.0,1247.0,0.0025,0.01,8.63,1.07,797.76,1.5,0.05,2.16,0.08,49.74,7.43,5.25,8.04,1.51,4.22,20.78,0.08,4.29,2.49,23.02,0.6,2078.26,0.28,3.84,8.88,1.85,1031.17,3.94,113.41,0.001,0.005,5.88,10.72,0.5,1.81,391.52,0.63,0.025,6.69,0.41,1.42,1.91,85.37,0.74,23.23,159.63,153.66,0
10857.0,8825.0,1159.0,0.0025,0.933,9.81,46.25,244.2,1.54,0.05,0.13,2.2,45.46,13.3,54.71,11.92,12.09,4.28,19.54,0.08,2.3,2.25,17.04,0.22,2093.4,1.33,1.01,7.54,14.51,762.62,215.99,107.49,0.001,0.01,13.02,15.4,0.5,0.4,23.79,0.68,0.025,10.91,0.43,1.05,3.28,111.45,1.63,14.21,404.2,64.74,0
10790.0,8782.0,1154.0,0.0025,0.603,8.04,6.16,649.37,1.31,0.005,1.89,1.73,41.0,13.57,49.48,6.62,13.89,4.03,17.7,0.08,1.77,1.87,20.68,1.02,1600.96,1.06,2.68,6.6,14.09,883.72,155.92,69.26,0.001,0.03,3.23,13.39,0.5,0.32,115.03,0.52,0.025,9.0,0.39,0.8,2.74,93.17,0.98,15.96,312.87,54.69,0
12145.648,9090.515,1257.1,0.0025,0.019,8.4,1.4,308.51,0.95,0.05,4.98,0.07,20.75,14.76,13.86,2.09,5.99,4.93,20.11,0.07,0.4,1.0,8.94,1.93,671.13,0.79,2.22,4.88,5.51,884.63,5.37,12.88,0.001,0.01,0.89,15.67,0.5,1.7,360.42,0.36,0.025,5.02,0.46,0.26,1.21,135.31,0.37,15.36,51.63,11.16,0
9122.0,6366.0,1390.0,0.0025,0.051,6.95,1.08,286.6,0.92,0.005,5.33,0.1,32.0,16.58,31.93,7.14,9.83,4.33,15.29,0.06,2.28,1.45,15.73,1.66,1340.6,0.22,2.0,4.77,10.57,769.7,5.08,82.92,0.001,0.005,1.52,17.3,0.5,0.96,308.26,0.36,0.025,2.99,0.48,1.0,0.87,132.51,0.43,15.18,71.68,72.58,0
9012.0,6404.0,1409.0,0.0025,0.019,7.63,2.73,597.07,1.1,0.05,4.51,0.14,30.61,19.57,23.78,3.31,25.72,4.91,20.35,0.06,3.28,1.44,13.89,1.5,1054.78,1.05,2.06,6.76,12.13,854.02,8.09,38.7,0.001,0.01,1.52,17.84,0.5,1.36,420.56,0.49,0.025,4.71,0.48,0.39,1.53,147.05,0.8,18.39,90.12,120.45,0
9201.0,6520.0,1362.0,0.005,0.083,9.03,0.76,881.83,1.12,0.05,4.02,0.11,31.32,20.58,30.87,5.1,16.75,5.43,18.4,0.07,1.65,1.03,16.08,1.92,1327.1,0.32,3.47,6.14,13.7,856.43,4.62,49.41,0.001,0.02,1.69,18.12,0.5,0.55,460.62,0.41,0.025,3.36,0.52,0.6,0.78,130.14,0.69,15.2,90.97,61.95,0
9159.0,6615.0,1348.0,0.006,0.161,7.26,1.64,1235.34,0.85,0.05,3.02,0.06,27.06,16.52,29.26,5.78,51.75,4.99,15.32,0.06,1.8,1.14,13.72,1.64,754.21,0.37,2.9,6.12,9.17,904.89,5.57,41.35,0.001,0.03,2.07,14.33,0.5,1.31,510.38,0.39,0.025,2.27,0.52,0.5,0.64,151.46,0.59,10.41,83.7,52.61,0
9008.0,6622.0,1342.0,0.0025,0.01,9.11,2.29,428.31,1.19,0.05,3.36,0.09,33.38,22.15,41.44,5.24,34.85,5.81,17.78,0.06,2.77,0.66,16.53,2.24,1083.06,0.25,2.71,6.5,20.4,991.13,12.61,19.37,0.001,0.01,2.41,19.39,0.5,1.14,578.53,0.43,0.025,4.16,0.56,0.32,1.23,169.49,0.39,17.89,88.68,118.64,0
9078.0,6711.0,1333.0,0.0025,0.022,8.53,4.02,316.32,1.08,0.12,2.44,0.14,30.01,19.14,35.93,2.34,31.37,5.07,16.37,0.08,2.91,0.59,12.84,2.54,725.25,0.53,2.73,6.1,17.8,795.41,9.97,17.2,0.001,0.01,2.05,20.6,0.5,1.02,616.34,0.37,0.025,3.11,0.46,0.43,1.23,142.79,0.48,14.97,85.88,109.85,0
8899.0,6746.0,1320.0,0.005,0.083,8.8,2.35,386.44,1.02,0.05,3.02,0.07,31.3,21.47,41.7,6.52,49.38,4.67,19.86,0.07,3.49,0.93,14.13,2.34,870.39,0.29,2.87,6.31,16.05,904.3,6.8,28.31,0.001,0.01,2.59,23.1,1.0,1.11,529.96,0.51,0.025,3.72,0.48,0.38,1.48,151.14,0.42,15.15,91.6,130.9,0
8654.0,6665.0,1371.0,0.0025,0.08,6.58,13.1,579.56,1.02,0.05,3.05,0.05,26.48,14.16,28.26,9.21,16.45,3.79,17.22,0.06,2.04,2.24,11.53,0.93,759.4,0.58,1.16,5.61,6.81,788.92,6.02,90.23,0.001,0.11,4.82,14.33,0.5,0.78,136.33,0.43,0.025,3.29,0.43,1.25,1.42,104.51,1.3,13.92,62.97,74.47,0
8618.0,6656.0,1378.0,0.0025,0.047,8.22,1.94,259.5,0.93,0.13,3.42,0.08,21.26,21.94,20.8,3.74,20.16,6.23,18.33,0.06,2.01,0.75,8.65,2.84,951.88,0.22,2.33,4.63,10.89,766.42,15.04,16.04,0.001,0.08,1.56,16.02,0.5,1.1,467.1,0.37,0.025,3.26,0.45,0.35,1.38,162.09,0.77,12.79,102.54,69.64,0
9247.878,6391.422,1418.0,0.0025,0.054,8.56,2.36,261.08,1.09,0.05,3.06,0.05,27.81,20.88,39.17,11.52,20.87,5.28,17.43,0.07,1.22,2.01,11.93,1.87,916.94,0.28,1.92,5.86,14.35,952.11,4.29,90.7,0.001,0.03,2.77,19.15,0.5,0.48,176.73,0.48,0.025,2.89,0.5,1.45,0.69,145.05,1.0,13.77,88.94,36.46,0
9275.735,6609.744,1397.0,0.005,0.018,8.62,2.82,384.47,1.01,0.08,3.46,0.13,34.65,19.04,38.81,10.38,14.24,5.6,19.47,0.07,2.45,1.49,13.47,2.08,978.44,0.36,1.68,5.93,15.45,880.21,8.83,49.52,0.001,0.01,1.63,16.29,0.5,3.72,213.39,0.45,0.025,3.01,0.53,0.74,0.93,138.65,0.53,14.61,91.1,89.56,0
9255.155,6844.422,1386.0,0.0025,0.037,10.49,1.52,343.11,1.1,0.005,3.78,0.1,28.24,20.11,33.13,9.57,32.29,4.9,17.82,0.06,3.13,1.78,11.61,2.28,1092.27,0.22,2.07,5.91,12.21,895.84,5.51,50.68,0.001,0.01,1.83,18.16,0.5,0.99,347.79,0.47,0.025,2.6,0.57,0.88,1.14,143.37,0.73,14.83,109.79,120.73,0
9311.03,6885.561,1391.0,0.029,14.437,2.55,84.71,83.26,0.44,0.05,2.85,12.57,11.78,41.19,14.54,6.28,15.05,2.49,5.28,0.05,0.56,0.41,5.99,0.94,1842.91,7.26,0.12,1.49,274.21,240.78,42.52,26.55,0.003,0.03,61.15,4.56,0.5,0.53,51.11,0.13,0.025,1.08,0.1,0.53,0.4,41.6,0.39,6.26,1175.8,21.04,0
9332.496,6908.476,1409.0,0.007,0.354,2.66,9.48,89.87,0.35,0.05,7.09,0.34,13.52,6.48,17.11,5.42,6.12,1.94,5.45,0.025,1.02,0.68,5.28,0.51,967.07,0.83,0.05,1.77,4.41,286.12,6.15,51.16,0.001,0.01,39.21,4.81,0.5,0.55,92.38,0.14,0.025,1.72,0.13,0.47,0.54,40.23,0.63,6.06,41.73,38.15,0
9332.306,6918.581,1392.0,0.011,1.025,2.47,33.41,75.81,0.43,0.05,6.84,0.28,13.86,6.35,17.08,6.42,8.15,2.48,5.79,0.025,0.92,0.45,6.98,0.99,2223.75,1.97,0.18,1.67,4.33,321.5,11.48,34.89,0.001,0.01,75.92,6.48,0.5,0.49,150.31,0.14,0.025,1.44,0.13,0.46,0.46,39.34,0.56,10.03,35.68,36.16,0
9274.334,7160.944,1393.0,0.005,0.173,8.19,1.3,329.29,0.98,0.05,6.1,0.09,25.13,18.67,32.2,17.06,27.11,4.66,19.08,0.08,2.56,1.79,13.47,1.38,1234.82,0.43,1.88,5.47,13.21,869.32,6.86,96.62,0.001,0.01,3.28,18.79,0.5,0.87,280.19,0.44,0.025,3.0,0.56,1.28,1.05,155.58,0.85,15.36,101.7,87.54,0
9142.554,6308.243,1408.11,0.0025,0.109,6.98,2.12,356.42,1.09,0.18,4.02,0.1,22.74,22.47,38.28,6.87,22.53,5.18,18.91,0.08,2.73,1.47,10.13,2.33,913.96,0.29,2.03,6.89,14.03,915.26,17.78,35.83,0.001,0.005,2.34,17.09,0.5,3.52,393.36,0.48,0.025,2.28,0.51,0.87,0.85,137.95,0.82,12.88,93.08,102.39,0
9188.867,6268.263,1424.22,0.0025,0.142,8.99,3.29,460.54,1.16,0.05,4.28,0.16,29.48,21.02,24.77,2.03,47.73,5.37,18.52,0.07,3.23,1.41,13.59,1.65,938.4,0.89,2.23,6.5,12.26,815.58,8.05,25.8,0.001,0.01,1.47,16.89,0.5,1.64,445.17,0.44,0.025,4.11,0.53,0.3,1.4,150.4,0.73,18.2,79.0,132.6,0
9307.264,6330.462,1427.14,0.0025,0.02,7.08,3.84,557.69,1.11,0.05,4.46,0.13,28.52,16.31,23.96,2.49,24.83,5.16,17.63,0.05,2.9,1.3,12.34,1.7,987.25,1.25,2.13,6.08,10.79,822.62,8.91,25.07,0.001,0.005,1.94,13.73,0.5,1.93,364.35,0.41,0.058,3.44,0.53,0.25,1.5,157.78,0.72,14.83,88.66,121.62,0
9291.764,6342.348,1418.24,0.0025,0.021,11.83,1.22,408.81,1.03,0.05,3.43,0.17,22.89,20.7,24.55,9.39,24.55,5.12,18.66,0.06,3.6,1.94,9.72,1.95,960.02,0.25,3.09,6.29,12.97,1085.0,5.53,29.39,0.001,0.01,1.26,18.55,0.5,1.72,359.69,0.49,0.025,3.53,0.55,0.66,1.55,166.93,0.6,14.04,119.26,142.98,0
