Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au,Au_ppm,East,North,Level,is_synthetic
1.358,8.12,13.52,449.45,1.38,0.05,1.38,0.18,54.36,12.31,26.3,13.88,168.94,4.08,19.56,0.08,3.8,1.91,27.64,0.63,671.37,0.73,2.07,9.58,10.83,888.43,31.12,104.13,0.001,0.1,16.33,18.85,0.5,1.58,165.29,0.68,0.025,7.7,0.49,0.85,2.08,119.99,1.53,24.55,154.44,125.22,0,0.0025,13113.21,6580.892,1538.0,0
0.039,8.36,4.16,654.76,1.35,0.05,3.33,0.08,33.01,15.82,13.02,2.0,13.56,4.94,18.73,0.15,3.41,2.03,15.53,1.57,1037.17,0.48,3.1,7.29,4.02,814.02,9.42,58.09,0.001,0.02,0.79,17.87,0.5,1.81,438.62,0.53,0.025,5.3,0.43,0.43,2.09,137.43,0.74,19.05,74.0,104.52,0,0.0025,12600.041,6529.809,1557.14,0
0.094,8.17,9.77,342.44,1.04,0.63,4.1,0.14,29.05,10.91,18.81,2.83,71.54,5.83,18.1,0.08,0.54,2.16,16.05,1.92,540.63,1.78,2.38,6.16,5.64,832.54,6.39,63.68,0.001,0.07,10.13,18.12,0.5,4.79,422.3,0.44,0.025,4.35,0.42,0.97,0.85,135.47,0.37,15.95,48.33,12.75,0,0.014,12406.572,9767.952,1396.0,0
0.163,4.37,4.0,341.56,0.46,0.08,1.98,0.05,15.83,4.87,20.14,4.1,16.94,3.23,10.69,0.08,0.94,0.89,6.88,0.6,537.63,2.22,0.44,2.54,3.04,300.1,7.21,43.75,0.001,0.17,3.64,4.96,0.5,0.91,97.34,0.2,0.065,2.12,0.19,0.31,0.59,44.69,0.39,6.76,25.6,50.66,0,0.01,5068.828,6388.097,1251.0,0
70.376,4.26,7.87,232.25,0.72,0.005,2.03,0.49,9.82,4.14,13.68,10.56,27.54,1.7,8.4,0.09,0.42,2.07,5.14,0.48,554.89,0.48,0.03,1.1,2.59,146.7,23.38,137.54,0.001,0.01,25.32,2.96,1.0,0.42,24.13,0.09,0.068,0.67,0.08,1.43,0.22,32.81,0.94,4.06,40.85,11.4,1,1.125,6262.426,7149.453,1169.099,0
0.063,0.52,8.06,28.97,0.19,1.46,0.05,0.05,3.23,0.51,70.91,0.22,19.33,1.05,0.71,0.025,1.98,0.02,1.47,0.01,63.44,2.26,0.04,6.24,1.52,69.77,53.75,0.65,0.001,0.06,1.81,3.04,2.03,4.5,34.33,0.37,0.113,2.85,0.46,0.06,1.05,17.6,0.72,3.56,7.29,72.79,0,0.0025,7969.0,4654.0,1109.0,0
0.096,6.74,0.97,619.72,1.57,0.12,2.22,0.1,34.49,3.83,1.87,8.95,5.68,2.13,15.65,0.09,2.69,2.48,19.98,0.34,461.27,0.13,2.02,7.57,1.14,429.94,17.18,107.19,0.001,0.005,0.89,4.83,0.5,1.84,201.62,0.65,0.025,8.04,0.19,0.58,1.96,24.51,1.11,12.8,47.82,90.64,0,0.005,6143.0,6981.0,1257.0,0
0.701,2.94,263.61,174.56,0.4,0.05,0.85,1.17,12.66,5.34,15.87,4.2,10.86,1.86,5.93,0.05,0.69,1.0,6.16,0.31,350.4,11.36,0.07,1.59,3.26,262.91,15.64,63.43,0.001,0.2,8.35,5.03,0.5,0.49,31.6,0.11,0.025,1.44,0.14,0.57,0.52,46.44,2.52,6.02,82.83,27.55,0,0.09,5539.211,6856.855,1055.0,0
1.02,3.92,62.18,234.4,0.64,0.07,0.63,0.35,16.78,12.84,20.82,4.06,17.31,4.5,12.4,0.06,0.93,0.79,6.9,1.31,1222.78,7.68,0.72,2.82,6.58,453.55,27.19,43.39,0.001,0.08,17.73,8.18,0.5,0.83,70.67,0.15,0.025,1.51,0.19,0.41,0.69,83.51,1.88,9.76,97.52,42.57,0,0.006,7873.0,7354.0,1165.0,0
0.299,11.74,20.11,650.01,1.15,0.05,2.73,0.01,24.42,11.67,54.27,9.69,32.2,6.24,19.86,0.15,0.63,1.86,12.49,1.36,571.31,1.82,2.57,4.74,16.73,831.62,9.74,74.63,0.001,3.81,5.05,21.83,1.03,0.48,335.75,0.33,0.054,2.05,0.56,0.68,0.64,151.7,1.18,12.09,47.89,17.07,0,0.0025,7549.156,4548.131,1069.0,0
0.408,7.75,9.24,1117.96,2.59,2.83,0.66,0.09,77.59,3.47,5.92,15.33,6.51,2.49,17.47,0.11,5.86,3.37,37.19,0.55,313.3,1.32,1.14,13.82,1.51,456.93,31.54,211.2,0.001,0.15,4.26,9.92,0.5,11.39,184.87,0.97,0.025,20.64,0.22,2.09,5.64,31.79,1.93,32.47,68.23,201.29,0,0.0025,14063.0,1189.0,1265.0,0
0.117,2.82,8.83,196.57,0.5,0.05,15.99,0.16,20.13,3.42,5.96,4.19,2.48,1.39,6.52,0.025,0.85,1.18,10.22,0.31,2145.73,0.56,0.04,1.97,1.38,254.93,4.52,85.19,0.001,0.005,4.07,3.49,0.5,0.53,249.88,0.16,0.025,1.97,0.13,0.65,0.46,44.47,1.29,7.31,19.26,27.21,0,0.009,5306.604,8039.198,577.0,0
0.363,3.92,35.99,208.3,0.62,0.05,0.09,0.05,22.2,4.13,14.67,8.04,5.02,2.0,10.77,0.05,1.87,1.66,9.93,0.3,656.07,3.01,0.07,3.49,2.18,506.03,12.52,127.8,0.001,0.01,16.76,6.31,0.5,0.71,8.78,0.3,0.025,4.0,0.18,0.94,1.2,63.52,2.01,5.68,25.07,62.65,0,0.021,5309.807,7918.561,599.0,0
1.83,3.09,27.44,183.25,0.62,0.05,0.64,0.22,12.91,5.86,29.56,7.98,11.87,1.87,7.6,0.025,0.95,1.2,5.04,0.38,381.58,6.6,0.03,1.86,3.98,279.54,30.51,102.46,0.001,0.15,24.95,4.48,0.5,0.49,19.14,0.14,0.025,1.31,0.14,0.82,0.42,54.48,2.64,4.75,31.77,39.08,0,0.026,6737.494,6511.198,1229.269,0
39.334,2.08,12.16,120.97,0.42,0.05,6.33,4.89,7.33,5.0,8.96,3.5,27.08,1.55,4.84,0.08,0.49,0.65,4.34,0.37,1184.96,1.26,0.02,1.19,4.08,138.82,134.29,44.31,0.001,0.01,43.79,3.48,1.0,0.37,64.96,0.1,0.086,1.46,0.05,0.41,0.49,32.04,0.42,5.59,547.7,15.91,1,1.59,7354.0,7321.0,1264.0,0
0.164,1.6,3.43,61.95,0.25,0.005,6.83,0.05,6.75,3.73,13.04,2.72,2.84,1.7,3.09,0.025,0.1,0.36,3.37,0.58,884.25,0.47,0.01,0.98,3.4,174.1,4.46,22.91,0.001,0.005,27.21,2.78,0.5,0.1,86.51,0.06,0.025,0.36,0.08,0.21,0.1,28.34,0.64,2.9,27.34,3.55,0,0.0025,8484.024,6823.968,1391.239,0
30.306,5.54,1730.29,324.01,0.87,0.11,0.05,1.63,32.16,0.47,4.64,6.02,17.0,1.3,10.19,0.025,1.91,2.34,18.41,0.1,115.0,2.24,0.09,4.64,1.26,68.3,292.63,130.58,0.001,0.62,101.28,1.93,0.5,3.53,13.13,0.48,0.025,11.12,0.07,1.44,2.8,6.48,0.79,5.95,164.03,70.74,1,0.113,5106.18,8329.73,355.0,0
0.039,7.37,1.35,1052.46,1.12,0.05,4.54,0.1,31.97,17.99,26.43,7.85,22.65,4.28,22.34,0.13,3.23,1.36,14.75,1.62,1061.79,0.27,2.21,7.16,10.44,944.14,7.07,39.68,0.001,0.01,2.12,16.02,0.5,1.54,480.63,0.54,0.025,3.66,0.45,0.72,1.19,134.59,0.78,16.67,86.84,99.01,0,0.0025,7785.0,6934.0,1320.0,0
0.921,3.49,46.65,190.28,0.48,0.05,0.15,0.17,17.95,4.53,10.12,4.68,4.45,1.8,7.49,0.025,1.36,1.22,7.77,0.29,471.18,10.72,0.04,2.39,1.4,389.54,32.82,92.76,0.001,0.01,13.56,5.0,0.5,0.71,9.24,0.2,0.076,2.55,0.15,0.8,0.79,44.48,1.13,5.82,91.49,47.44,0,0.021,5412.525,8021.974,589.0,0
1.625,3.63,23.51,156.97,0.39,0.05,5.59,0.13,16.16,5.64,19.36,3.61,162.28,1.93,6.77,0.025,0.73,0.94,8.03,0.43,744.11,0.22,0.79,2.3,3.97,383.01,15.05,65.57,0.001,0.07,31.65,7.01,0.5,0.4,96.52,0.16,0.025,1.4,0.21,0.5,0.32,67.37,1.49,8.56,30.65,29.42,0,0.029,7993.0,5462.0,1490.0,0
0.617,7.51,71.29,235.58,1.29,2.06,0.24,0.01,3.76,1.98,35.55,3.37,1.55,4.08,14.74,0.05,0.78,1.17,1.52,1.51,120.29,4.42,0.46,8.82,4.7,224.81,75.69,48.79,0.004,0.55,8.07,13.78,5.48,18.09,65.87,0.61,0.199,4.41,0.33,0.97,0.74,135.3,4.45,7.74,12.71,26.33,0,0.012,12265.0,9946.0,1349.0,0
1.299,0.84,44.25,49.25,0.16,0.05,0.02,0.05,1.38,0.57,18.1,0.73,1.86,1.18,1.97,0.08,0.11,0.35,0.86,0.03,111.8,1.02,0.02,0.21,0.85,147.9,38.61,30.81,0.001,0.01,11.34,0.65,0.5,0.54,3.08,0.025,0.025,0.2,0.01,0.31,0.05,5.54,0.1,0.36,19.6,2.64,0,0.016,5770.249,8262.428,690.999,0
0.899,8.19,10.67,738.72,1.41,0.05,3.29,1.37,38.02,11.14,12.59,3.21,12.37,5.03,16.29,0.13,1.65,1.51,17.2,1.55,2404.62,0.37,2.14,8.03,2.45,1009.43,264.6,44.61,0.001,1.04,5.37,13.98,0.5,4.21,381.28,0.52,0.025,3.45,0.47,0.81,1.29,105.83,0.75,16.56,299.99,54.26,0,0.0025,12175.563,6025.04,1493.97,0
14.527,2.09,3.23,127.71,0.66,0.05,0.21,0.12,2.98,0.85,17.36,6.69,11.33,0.69,2.55,0.25,0.11,0.75,1.49,0.08,81.57,2.32,0.08,0.1,1.12,21.74,5.45,45.33,0.001,0.04,76.8,0.64,0.5,0.21,26.74,0.025,0.025,0.1,0.01,0.39,0.05,14.68,0.21,0.51,6.56,1.02,1,5.153,4916.8,6713.0,1005.0,0
0.661,7.49,3.83,397.09,1.18,0.74,1.31,0.33,49.36,3.38,13.07,12.3,11.27,2.05,15.79,0.06,2.68,2.25,27.54,0.7,384.02,0.36,1.04,7.5,3.67,261.26,22.18,140.4,0.001,0.02,1.84,4.85,0.5,2.06,74.55,0.71,0.025,14.36,0.11,1.02,4.56,19.32,1.34,13.34,76.37,76.1,0,0.0025,4880.819,6577.501,1052.0,0
14.647,1.36,19.93,235.74,0.28,0.05,0.29,21.71,5.81,3.89,18.31,3.93,18.38,0.9,3.0,0.07,0.4,0.7,2.59,0.17,439.4,11.78,0.14,0.79,2.28,131.69,864.99,43.03,0.001,0.1,49.97,1.78,0.5,0.3,33.51,0.05,0.025,0.66,0.06,0.49,0.33,20.42,0.32,2.25,6220.71,14.48,0,0.093,9799.325,6367.975,1475.0,0
1.655,6.74,27.74,739.46,1.51,0.64,0.32,0.15,45.32,4.06,5.01,9.6,8.04,2.09,10.1,0.07,3.72,2.2,19.36,0.34,636.73,9.43,0.14,12.07,8.46,266.25,1471.55,145.78,0.001,0.04,4.45,3.45,0.5,7.82,52.2,0.88,0.085,19.21,0.15,1.08,5.9,19.02,1.88,16.09,146.27,155.49,0,0.005,3257.0,6787.0,31.0,0
0.247,6.7,1.32,741.75,1.18,0.05,2.44,0.08,42.22,6.42,7.86,2.9,123.11,2.41,17.31,0.08,0.31,1.95,21.37,0.69,308.79,94.43,2.47,6.79,1.06,566.69,14.32,71.39,0.009,0.37,0.53,5.36,0.5,1.31,366.53,0.61,0.025,15.18,0.25,0.34,2.87,53.81,0.99,11.63,21.67,4.84,0,0.0025,5803.0,3901.0,871.0,0
0.427,0.28,12.83,10.92,0.06,0.05,0.01,0.05,9.3,0.58,15.42,0.41,5.23,0.56,0.72,0.025,0.1,0.12,4.31,0.01,49.29,0.89,0.01,1.3,1.02,48.62,66.39,6.63,0.001,0.01,2.44,0.31,0.5,1.32,1.94,0.06,0.025,1.3,0.05,0.1,0.2,3.94,1.09,1.24,20.77,5.66,0,0.0025,4994.261,8198.576,413.0,0
0.06,0.14,3.21,28.29,0.31,0.05,10.47,0.08,0.77,1.06,8.62,0.28,3.2,0.57,0.51,0.025,0.1,0.02,0.25,4.27,234.68,0.28,0.01,0.28,2.3,91.46,2.43,0.82,0.001,0.005,2.13,0.21,0.5,0.1,266.62,0.025,0.025,0.1,0.01,0.01,2.06,1.85,0.1,0.51,21.48,6.15,0,0.005,4031.027,7508.127,221.33,0
0.476,8.7,12.27,168.68,0.44,0.05,7.51,0.11,35.2,19.28,27.36,3.93,63.6,7.59,26.89,0.12,2.91,1.55,16.64,1.08,1255.51,1.47,0.41,5.42,10.51,812.99,11.94,89.11,0.001,0.06,6.58,16.27,0.5,1.87,231.94,0.41,0.206,4.37,0.4,1.05,1.74,141.99,2.06,18.25,44.63,102.39,0,0.022,4578.505,6378.437,1012.0,0
0.12,8.46,2.24,818.42,0.98,0.05,2.29,0.11,32.67,17.53,31.92,5.43,24.46,5.27,16.23,0.12,1.38,2.14,17.65,1.76,947.15,0.3,2.85,5.5,7.51,741.22,7.96,105.25,0.001,0.005,1.39,21.54,0.5,1.07,228.63,0.41,0.025,3.65,0.45,1.17,1.04,146.17,1.67,16.95,99.57,48.36,0,0.0025,5508.585,6987.065,969.0,0
1.113,3.54,51.77,198.52,0.47,0.05,0.14,0.05,16.27,9.79,29.45,7.93,6.72,2.19,8.18,0.025,1.13,1.44,6.64,0.34,378.73,6.99,0.03,3.42,8.82,592.28,30.75,108.04,0.001,0.07,20.64,9.15,0.5,0.64,12.62,0.2,0.025,2.05,0.23,0.83,0.64,72.47,1.48,5.83,26.14,39.9,0,0.007,7766.117,5612.502,1399.449,0
0.005,6.62,0.29,668.22,1.18,0.005,0.03,0.01,0.05,0.05,1.9,0.025,0.2,1.13,0.025,0.025,0.05,3.12,0.25,0.11,150.4,0.025,0.07,0.05,0.1,141.32,0.25,0.05,0.001,0.01,0.025,0.05,0.5,0.1,0.1,0.025,0.025,0.05,0.08,0.01,0.05,4.21,0.05,0.05,36.98,0.25,0,0.0025,4993.402,8199.455,413.0,0
122.605,4.99,25.11,340.06,0.44,10.68,2.73,340.7,17.29,28.65,22.99,5.5,873.16,19.06,13.94,0.12,0.46,1.6,7.95,1.35,1962.76,9.36,0.53,2.86,10.59,414.77,46950.89,75.79,0.001,11.0,89.11,8.5,19.36,4.26,119.59,0.22,5.618,1.43,0.24,1.43,0.43,93.13,1.19,8.39,62546.37,12.38,1,0.187,6972.504,4908.509,1047.699,0
165.938,2.63,11.86,98.76,0.48,0.05,0.02,0.05,0.25,0.21,12.7,8.35,5.18,0.42,6.04,0.025,0.05,1.29,0.25,0.11,40.4,105.98,0.02,0.05,0.76,27.88,11.68,101.17,0.001,0.005,47.87,0.19,2.06,0.1,12.96,0.025,0.154,0.05,0.0025,1.04,0.05,10.83,0.1,0.2,12.79,0.6,1,12.985,6342.393,6898.786,1302.709,0
11.785,3.29,16.2,81.15,0.52,0.005,7.91,0.18,16.6,6.21,14.03,5.29,12.15,2.07,8.36,0.09,0.9,0.68,8.6,0.89,1051.25,1.03,0.67,2.48,3.89,338.1,9.97,38.1,0.001,0.4,16.68,7.28,0.5,0.41,203.59,0.17,0.025,1.47,0.19,0.35,0.51,52.81,1.03,7.42,33.55,40.1,1,0.147,7409.0,7319.0,1289.0,0
1.24,2.02,4.05,133.16,0.46,0.05,5.92,0.14,8.82,4.13,12.37,3.47,91.92,1.58,5.26,0.12,0.66,0.58,4.72,0.47,1536.26,0.96,0.15,1.37,4.28,216.42,21.88,31.17,0.001,0.03,35.39,3.91,0.5,1.31,77.43,0.09,0.025,0.98,0.11,0.32,0.28,37.76,0.65,3.57,51.86,19.62,0,0.0025,7777.02,5872.0,1369.029,0
0.066,4.77,3.37,149.51,0.67,0.11,0.09,0.46,28.79,11.78,18.35,2.04,32.71,2.71,11.06,0.05,1.04,0.66,9.48,0.27,428.12,0.55,1.6,6.99,10.63,332.43,18.71,34.62,0.001,0.01,0.74,4.48,0.5,1.19,43.41,0.46,0.025,4.31,0.23,0.23,1.09,32.08,1.14,10.28,291.61,158.3,0,0.007,11212.275,9755.951,1390.67,0
0.372,3.82,69.51,247.32,0.46,0.05,0.14,0.16,10.99,6.72,20.91,5.05,4.69,2.37,8.64,0.07,1.5,1.38,5.43,0.56,445.24,0.31,0.03,2.55,4.57,464.77,3.87,101.62,0.001,0.01,8.5,7.32,0.5,0.53,14.94,0.19,0.025,1.98,0.21,0.93,0.62,73.99,1.11,5.58,31.95,51.07,0,0.017,6746.803,7654.855,1054.389,0
1.591,7.52,118.44,270.84,1.28,0.05,0.9,0.08,32.04,9.15,32.12,26.88,19.96,3.63,19.06,0.09,2.36,3.24,15.91,1.15,629.17,6.54,0.22,5.88,6.47,864.0,9.64,223.28,0.001,0.44,14.58,17.1,0.5,1.37,108.64,0.38,0.025,5.17,0.39,2.4,1.23,125.05,5.67,13.81,50.62,82.64,1,0.153,4913.4,6713.0,1005.0,0
0.23,6.19,0.27,1033.08,1.74,0.26,0.61,0.06,37.25,3.22,8.79,6.05,10.9,2.13,13.02,0.07,2.71,2.41,19.91,0.64,372.52,0.1,0.21,8.87,4.33,278.11,21.43,143.58,0.001,0.005,1.49,4.28,0.5,2.15,30.98,0.72,0.025,8.59,0.09,1.05,2.32,17.04,0.54,16.78,79.11,87.5,0,0.0025,6357.364,8528.587,619.0,0
1.633,1.94,3.51,137.79,0.33,0.005,3.35,0.19,5.96,3.54,21.27,1.42,8.02,1.48,3.8,0.025,0.32,0.45,2.75,0.48,535.4,0.43,0.13,1.06,3.32,209.26,3.63,31.46,0.001,0.005,21.35,3.31,0.5,0.53,59.16,0.07,0.025,0.59,0.1,0.39,0.1,33.69,0.57,2.89,27.62,9.58,1,1.999,6529.129,7813.508,941.609,0
0.458,7.25,13.93,506.97,0.78,0.05,2.2,0.55,29.01,17.12,27.16,7.97,22.06,4.56,19.01,0.11,1.47,1.93,14.33,1.3,783.03,0.26,1.45,5.49,9.7,925.46,11.02,73.56,0.001,0.06,3.18,15.07,0.5,1.18,123.57,0.42,0.025,2.83,0.39,0.62,0.69,132.45,0.91,11.96,97.89,57.95,0,0.0025,6847.0,6690.0,1358.0,0
0.051,8.66,18.39,289.53,0.79,0.06,3.74,0.16,24.68,15.45,29.54,9.42,13.77,4.62,18.05,0.07,1.5,1.02,12.45,3.15,1225.85,2.27,2.0,4.6,10.87,699.79,5.65,44.09,0.001,0.22,3.27,14.37,0.5,0.96,528.04,0.34,0.025,2.46,0.45,0.91,0.71,146.34,0.42,12.75,86.42,58.17,0,0.0025,10406.749,6048.345,1482.0,0
0.119,6.58,5.39,273.28,1.98,0.05,0.07,0.05,51.05,0.65,2.98,4.7,1.54,1.06,16.35,0.05,3.22,1.64,30.59,0.07,232.48,0.89,2.61,6.94,0.98,109.29,23.08,110.6,0.001,0.005,1.69,2.71,0.5,1.77,134.73,0.94,0.025,20.15,0.05,0.69,5.45,1.9,1.01,15.71,31.31,83.49,0,0.0025,5448.353,8013.825,583.0,0
0.363,5.79,3.97,406.77,1.08,0.26,3.13,0.36,28.48,10.03,50.02,10.08,33.06,3.45,16.88,0.15,0.65,1.83,12.22,1.2,668.88,0.93,0.81,4.22,12.3,761.4,17.22,127.88,0.001,0.64,6.72,13.93,1.0,1.17,148.52,0.33,0.128,2.49,0.37,1.21,0.49,132.21,2.0,11.32,107.38,27.91,0,0.006,6647.031,5139.525,1171.169,0
0.252,3.14,0.84,138.82,0.35,0.05,0.19,0.17,15.22,18.71,113.81,3.0,47.36,3.99,8.81,0.05,1.1,0.47,6.52,1.57,652.34,0.41,0.04,8.53,60.54,318.79,11.54,27.02,0.001,0.02,9.75,7.73,0.5,0.7,34.19,0.42,0.025,1.79,0.38,0.26,0.4,60.34,2.38,4.17,85.39,54.22,0,0.0025,6267.186,9103.737,593.68,0
0.185,5.24,19.68,76.19,0.8,0.26,3.01,1.86,24.21,5.87,15.57,3.2,13.69,4.09,11.2,0.09,1.34,0.45,13.18,1.01,2388.9,0.41,0.05,3.59,3.77,454.04,11.85,27.94,0.001,0.01,14.78,9.7,0.5,1.07,86.52,0.23,0.025,2.63,0.29,0.32,0.82,84.86,1.66,12.43,196.48,58.38,0,0.0025,10746.435,5781.052,1519.0,0
0.243,11.03,361.72,470.3,2.66,0.17,0.06,2.58,103.91,6.82,84.62,13.11,24.96,3.35,25.63,0.12,0.64,4.56,49.46,0.23,321.42,2.41,0.12,21.48,15.47,602.25,23.15,239.77,0.001,0.01,10.93,23.4,0.5,3.59,40.54,1.49,0.025,14.8,0.75,2.12,2.02,136.76,5.59,17.8,116.71,23.79,0,0.005,4522.1,7817.8,320.0,0
0.037,6.84,0.76,965.44,1.71,0.05,0.52,0.07,62.95,0.73,3.67,2.19,1.87,1.8,17.84,0.17,3.16,3.19,31.62,0.05,533.53,1.45,2.96,8.89,0.73,122.42,10.92,117.68,0.001,0.005,2.9,12.65,0.5,2.56,217.59,0.92,0.025,14.95,0.08,1.0,4.03,3.81,0.29,20.41,43.22,95.73,0,0.0025,7504.0,7094.0,1280.0,0
11.634,6.78,427.44,140.19,1.4,1052.52,0.74,0.39,24.1,6.69,23.38,2.31,398.69,5.2,16.08,0.05,0.32,0.51,12.69,1.46,359.48,43.95,0.6,3.8,2.62,596.68,262.89,36.43,0.009,0.08,71.44,14.27,4.52,27.82,124.55,0.34,2.626,7.42,0.3,0.36,1.93,88.51,8.17,13.76,84.36,8.26,0,0.046,16047.285,9179.101,1375.689,0
7.279,1.14,16.86,86.99,0.47,0.005,7.58,0.15,6.17,1.61,13.81,3.01,14.99,0.73,2.2,0.05,0.2,0.45,3.22,0.08,1006.18,0.53,0.02,0.42,1.04,87.38,11.01,25.86,0.001,0.005,39.76,2.03,0.5,0.21,98.4,0.025,0.025,0.31,0.04,0.29,0.1,16.44,0.48,4.75,7.33,5.38,1,0.2,6164.058,7410.504,1055.819,0
0.313,1.46,9.29,100.15,0.36,0.005,0.96,0.07,4.12,2.11,17.12,3.25,5.83,1.21,3.23,0.025,0.2,0.63,2.23,0.13,372.06,0.41,0.02,0.61,2.27,141.78,3.45,32.87,0.001,0.01,44.1,1.97,0.5,0.31,18.61,0.025,0.025,0.42,0.06,0.34,0.1,18.49,0.74,2.09,10.63,7.88,0,0.006,5962.0,7775.0,743.0,0
0.02,8.12,4.22,483.72,1.23,0.16,1.17,0.05,52.07,5.68,11.34,6.71,3.83,2.39,17.09,0.23,1.56,1.43,21.48,0.98,455.31,0.43,2.8,7.06,3.96,605.34,10.76,89.61,0.001,0.005,0.83,9.16,0.5,1.59,442.12,0.49,0.025,6.84,0.26,0.62,2.09,49.91,1.11,16.34,53.03,44.41,0,0.0025,5599.0,6591.0,1223.0,0
0.158,8.04,3.47,533.61,1.04,0.08,2.24,0.16,28.76,20.68,35.18,1.94,32.44,4.7,19.98,0.2,1.39,0.97,12.3,2.31,512.03,0.3,2.37,6.1,14.22,884.14,8.1,22.14,0.001,0.005,2.11,16.34,0.5,1.22,546.35,0.39,0.025,2.1,0.56,0.5,0.64,165.4,0.98,12.51,97.03,38.87,0,0.0025,6690.0,7271.0,1074.0,0
0.178,8.41,1.02,755.79,2.03,0.09,2.32,0.05,56.81,9.9,3.22,6.89,10.39,4.46,17.95,0.16,3.77,2.77,30.41,0.9,1014.23,1.4,2.44,13.59,0.63,1274.57,12.69,132.85,0.001,0.03,2.71,15.6,0.5,2.23,347.55,0.94,0.025,10.63,0.53,1.06,2.63,95.35,2.91,26.06,62.36,135.73,0,0.005,8478.0,4706.0,1119.0,0
8.146,1.16,39.69,75.78,0.45,0.05,0.03,0.06,0.84,0.33,15.99,3.48,2.64,1.26,3.29,0.025,0.1,0.51,0.25,0.05,43.59,35.42,0.02,0.1,1.1,79.65,29.01,40.11,0.001,0.01,33.12,0.47,0.5,0.2,5.84,0.025,0.088,0.18,0.01,0.31,0.05,38.23,0.19,0.37,25.87,2.98,1,1.317,4928.0,6654.0,1038.0,0
0.385,3.18,6.9,275.64,0.48,0.005,3.93,0.07,18.23,5.2,22.29,4.64,5.01,1.6,6.84,0.06,1.51,1.5,7.64,0.38,1240.47,1.21,0.02,2.69,3.5,385.85,8.46,77.5,0.001,0.17,14.3,7.01,0.5,0.89,97.26,0.19,0.025,2.02,0.21,0.85,0.6,54.99,1.86,6.7,32.85,46.08,0,0.005,8050.362,6589.467,1393.671,0
0.118,5.96,2.12,323.23,1.6,0.13,0.52,0.05,48.34,0.29,6.63,5.78,1.84,1.0,14.43,0.07,2.61,1.85,30.3,0.08,218.43,0.7,1.84,6.93,0.42,56.03,11.51,95.89,0.001,0.05,3.0,2.17,0.5,2.6,101.67,0.94,0.025,19.44,0.04,0.67,5.22,1.0,0.93,17.87,10.6,62.23,0,0.011,5576.544,6795.458,1156.639,0
0.022,9.06,3.44,482.72,1.1,0.05,4.32,0.08,31.25,16.76,31.42,4.41,30.09,5.58,21.66,0.07,3.22,1.17,14.04,1.58,918.57,1.16,2.06,7.38,11.9,921.34,9.3,32.2,0.001,0.01,1.88,20.25,0.5,1.38,389.87,0.44,0.025,4.26,0.52,0.34,1.43,147.75,0.82,16.53,76.48,146.2,0,0.0025,9337.693,7044.911,1387.87,0
0.731,3.84,19.22,259.8,0.54,0.05,4.82,0.05,18.27,7.63,22.71,10.02,42.93,2.01,8.77,0.025,1.04,1.17,8.15,0.56,718.95,0.48,0.04,2.45,6.73,349.56,5.2,73.89,0.001,0.09,10.35,6.78,0.5,0.52,58.73,0.19,0.025,1.87,0.19,0.74,0.65,51.42,1.79,7.34,31.5,85.94,0,0.007,8038.942,5594.018,1485.94,0
38.417,0.45,1678.64,98.97,0.17,28.83,0.01,1.22,0.99,0.67,17.07,0.32,727.34,2.03,1.4,0.025,0.31,0.17,0.61,0.01,42.15,67.12,0.005,0.29,1.06,63.03,704.14,9.58,0.001,0.05,99.61,0.44,1.0,5.87,2.08,0.025,1.486,0.23,0.01,0.05,0.19,7.59,3.44,0.47,31.43,0.25,1,0.163,5861.0,3911.0,859.0,0
0.262,2.78,10.68,155.15,0.46,0.05,0.07,0.05,12.74,2.07,18.89,3.56,6.0,1.35,7.1,0.025,1.12,1.18,7.29,0.27,320.43,2.28,0.04,2.37,1.48,379.69,24.1,85.64,0.001,0.01,10.74,3.61,0.5,0.54,7.24,0.18,0.025,3.53,0.13,0.74,0.79,40.73,1.53,4.56,17.52,51.53,0,0.007,5340.0,8030.0,586.0,0
1.595,2.52,13.98,89.89,0.46,0.005,0.11,0.05,7.6,12.14,25.77,9.47,3.25,3.58,8.34,0.025,0.61,0.56,3.82,0.83,453.85,9.14,0.02,1.47,10.76,205.62,35.94,43.8,0.003,0.005,34.77,4.69,0.5,0.53,12.32,0.11,0.025,1.04,0.12,0.43,0.19,62.41,0.4,3.67,49.24,20.09,0,0.022,6754.685,7727.445,1013.359,0
