Codigo,East,North,Level,Au_ppm,Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm
MUESTRA0045,6737.494,6511.198,1229.269,0.026,1.83,3.09,27.44,183.25,0.62,0.05,0.64,0.22,12.91,5.86,29.56,7.98,11.87,1.87,7.6,<0.05,0.95,1.2,5.04,0.38,381.58,6.6,0.03,1.86,3.98,279.54,30.51,102.46,<0.002,0.15,24.95,4.48,<1,0.49,19.14,0.14,<0.05,1.31,0.14,0.82,0.42,54.48,2.64,4.75,31.77,39.08
MUESTRA0046,6736.715,6504.185,1229.269,0.008,0.591,9.14,35.03,484.16,1.43,0.05,3.32,0.1,42.4,16.02,31.92,18.84,9.43,5.73,22.52,0.07,1.55,3.31,20.16,1.93,1012.38,0.34,0.41,6.27,9.46,860.51,7.47,283.37,<0.002,0.48,5.33,16.02,<1,1.38,87.85,0.46,<0.05,3.17,0.52,2.27,0.88,136.5,2.91,13.88,103.6,62.94
MUESTRA0047,6381.42,6659.103,1352.149,<0.005,0.392,8.06,3.09,475.3,1.48,0.16,4.02,0.11,49.83,16.33,26.64,14.5,20.68,4.41,19.06,0.08,1.89,2.33,22.46,1.29,894.12,0.16,1.85,7.39,9.86,836.88,9.03,167.62,<0.002,0.25,1.85,14.11,<1,1.59,202.37,0.51,0.061,6.02,0.42,1.18,1.31,117.75,2.02,20.49,91.74,64.16
MUESTRA0048,6751.775,6472.681,1229.269,<0.005,0.616,1.56,2.76,84.01,0.33,0.05,0.88,0.29,6.14,2.53,20.51,2,8.66,1.47,3.25,<0.05,0.51,0.46,2.95,0.34,572.03,0.47,0.05,0.9,3.17,117.44,4.93,37.79,<0.002,0.01,21.96,2.44,<1,0.22,18.39,0.07,0.05,0.52,0.07,0.35,0.1,22.86,0.54,2.38,37.81,8.65
MUESTRA0049,6868.257,5977.895,1080.259,<0.005,0.605,4.86,4.77,279.36,0.75,0.05,1.48,0.08,22.17,11.08,30.51,5.19,15.53,3.51,10.62,<0.05,1.25,1.44,12.28,1.21,1081.05,1.34,0.36,3.45,10.31,551.6,6.98,99.08,<0.002,0.06,8.33,9.01,<1,0.73,43,0.28,<0.05,1.96,0.3,0.75,0.64,90.06,1.66,8.87,74.74,50.51
MUESTRA0050,8271.246,6002.333,1439.559,<0.005,0.108,6.24,3.89,265.37,1.21,0.13,1.15,0.09,59,0.66,5.01,7.86,7.16,1,13.93,<0.05,2.83,2.37,32.31,0.11,366.75,0.83,0.96,8.03,0.48,56.26,18.62,166.33,<0.002,<0.01,5.55,2.97,<1,2.28,73.93,0.78,<0.05,18.82,0.05,1.04,3.61,1.07,0.76,19.82,32.88,89.14
MUESTRA0051,8273.002,6001.34,1439.559,<0.005,0.128,8.67,2.28,540.47,1.13,0.05,4.32,0.12,43.15,18.14,32.91,29.38,14.08,4.81,19.08,0.06,3.32,1.32,21.89,1.67,691.62,0.94,1.7,5.69,8.03,797.32,9.97,68.77,<0.002,0.01,5.09,17.45,<1,1.14,298.2,0.46,<0.05,5.03,0.47,0.57,1.59,145.87,0.67,20.04,103.32,108.74
MUESTRA0052,5699.027,6580.02,1284.399,<0.005,0.127,6.22,4.08,186.44,1.41,0.14,0.57,0.07,50.71,0.31,16.1,3.29,1.15,1.09,12.77,<0.05,2.62,1.08,25.16,0.05,217.36,0.7,3.03,6.86,0.81,45.32,16.19,60.81,<0.002,<0.01,0.91,2.04,<1,2.52,155,0.92,<0.05,18.79,0.03,0.32,4.77,<1,1.11,19.52,22.75,63.1
MUESTRA0053,5668.96,6628.041,1284.399,0.216,12.45,0.57,70.09,51.67,0.28,0.05,0.03,0.05,1.35,0.32,24.02,1.25,6.15,0.71,0.92,<0.05,<0.1,0.2,0.86,0.02,66.16,2.53,0.02,0.2,0.92,37.82,11.56,10.49,<0.002,<0.01,18.77,0.32,<1,<0.2,14.75,<0.05,<0.05,0.2,0.01,0.11,0.1,5.59,0.22,0.4,28.62,1.29
MUESTRA0054,5669.038,6632.027,1284.399,1.89,76.296,1.01,97.65,63.61,0.38,0.05,0.02,0.07,0.86,0.33,34.54,2.37,6.58,0.93,2.93,<0.05,0.2,0.45,0.56,0.04,45.32,6.56,0.02,0.52,1.4,64.45,17.62,27.99,<0.002,<0.01,17.26,1.02,1,<0.2,9.14,<0.05,<0.05,0.52,0.03,0.25,0.22,16.68,0.82,0.81,29.6,9
MUESTRA0055,5674.958,6633.956,1284.399,<0.005,0.383,7.23,2.64,405.44,1.14,0.23,3.2,0.19,40.98,16.19,31.95,16.7,18.58,4.75,16.41,0.07,1.78,2.09,19.54,1.38,996.99,0.2,1.87,6.49,11.92,709.04,10.05,124.7,<0.002,<0.01,1.64,13.42,<1,1.41,132.73,0.47,0.082,3.9,0.4,0.85,1.16,112.75,2.11,17.51,92.74,71.46
MUESTRA0056,5660.019,6728.037,1156.639,<0.005,0.145,8.8,6.26,635.29,1.13,0.05,3.74,0.13,44.25,17.61,28.23,5.62,16.85,4.83,20.83,0.08,1.82,0.98,22.14,1.72,1013.77,0.38,2.93,6.42,12.03,769.8,8.34,51.04,<0.002,0.04,1.76,17.89,<1,1.7,486.02,0.53,<0.05,4.64,0.43,0.48,1.32,142.24,0.8,21.92,97.92,56.94
MUESTRA0057,5479.011,6750.046,1111.139,0.028,0.322,2.71,28.24,182.25,0.48,0.16,0.18,0.14,15.61,3.85,20.88,4.39,8.35,1.58,7.13,<0.05,0.63,1.34,6.43,0.15,122.61,1.55,0.03,1.54,3.84,178.69,19.57,89.67,<0.002,<0.01,5.08,3.76,<1,0.55,11.11,0.12,0.121,2.45,0.08,0.59,0.59,36.73,0.97,4.9,24.97,22
MUESTRA0058,5478.022,6750.038,1111.139,0.024,0.401,7.52,51.12,570.01,1.1,0.12,0.67,0.08,47.7,4.16,15.34,12.67,27.63,2.52,19.34,<0.05,2.22,2.89,27.04,0.63,433.43,0.33,0.44,5.49,5.67,353.95,17.1,204.05,<0.002,0.01,1.2,8,<1,1.94,78.7,0.57,0.05,13.83,0.18,1.38,2.84,69.26,1.38,13.75,48.78,80.94
MUESTRA0059,5555.949,6806.014,1156.639,0.493,35.318,1.79,65.33,89.1,0.35,0.05,0.14,0.11,7.32,1.67,25.35,3.35,5.32,1.15,5.28,<0.05,0.64,0.89,3.81,0.24,275.06,6.13,0.03,1.13,2.48,213.52,13.54,54.91,<0.002,0.05,21.8,2.91,1,0.3,17.28,0.09,<0.05,1.03,0.09,0.43,0.65,36.87,1.82,3.08,34.5,16.31
MUESTRA0060,6093.945,6750.018,1279.219,<0.005,0.179,6.23,3.2,831.22,1.4,0.24,1.28,0.18,37.98,2.91,17.46,1.93,8.43,1.72,11.29,<0.05,2.09,1.38,20.79,0.21,658.37,0.57,2.55,5.17,1.46,443.65,30.76,59.64,0.002,0.01,0.52,3.41,<1,1.38,353.85,0.45,<0.05,8.03,0.15,0.35,2.17,11.92,0.53,28.5,60.1,68.61
MUESTRA0061,5947.032,6374.022,1301.529,<0.005,0.055,6.68,2.34,533.34,1.45,0.07,2.01,0.12,49.71,4.73,4.06,6.72,3.22,2.38,16.87,0.07,2.56,2.28,23.6,0.33,689.27,0.17,2.09,6.6,1.36,380.58,5.23,98.18,<0.002,<0.01,0.56,4.77,<1,1.48,165.51,0.61,<0.05,8.5,0.19,0.63,2.19,25.27,0.76,16.41,68.65,84.01
MUESTRA0062,5777.983,6139.979,1256.439,0.005,0.341,7.51,3.29,381.02,1.57,0.09,1.13,0.2,69.84,1.02,6.08,2.77,4.53,1.47,17.12,0.1,1.62,1.24,34.48,0.12,375.63,0.47,2.96,7.19,0.55,108.81,21.61,65.51,<0.002,<0.01,1.83,9.44,<1,2.73,168.81,0.75,<0.05,15.29,0.07,0.67,3.41,3.8,0.48,34.96,33.3,47.71
MUESTRA0063,6025.987,6152.051,1219.529,0.017,0.23,7.96,3.77,485.13,1.23,0.21,4.18,0.05,41.97,15.53,28.64,3.73,39.36,5.03,19.14,0.11,1.07,1.92,20.56,1.48,879.61,0.3,1.9,6,12.01,922.73,9.1,126.99,<0.002,0.85,2.65,17.13,1.09,1.32,271.61,0.5,0.269,4.77,0.53,1.19,1.1,153.41,4.1,17.73,78.48,32.39
MUESTRA0064,8450.08,6044.907,1444.589,0.086,0.539,1.17,1181.75,83.03,0.25,0.05,0.05,0.05,3.69,0.41,21.01,1.89,2.93,0.9,2.5,<0.05,0.21,0.43,1.96,0.05,75.22,1.2,0.02,0.74,0.92,125.81,7.54,28.31,<0.002,0.03,44.2,2.03,<1,0.22,11.83,0.05,<0.05,0.47,0.07,0.28,0.1,24.32,0.87,1,8.98,10.23
MUESTRA0065,2869.306,1880.466,673.609,0.352,5.419,5.48,866.07,661.92,0.79,2.2,0.03,1.82,27.38,3.9,12.65,11.95,88.79,5.77,12.28,0.06,1.33,4.06,12.47,0.56,1105.93,51.71,0.04,4.31,1.53,727.22,2250,243.02,<0.002,0.39,17.18,12.97,3.71,1.83,40.27,0.3,0.755,3.1,0.35,2.51,1.03,110.29,3.93,5.67,366.89,57.78
MUESTRA0066,2579.966,2221.598,516.659,0.197,49.134,3.94,172.67,159.81,0.62,2.74,0.01,1.34,17.87,6.79,8.64,7.8,165.91,4.56,9.34,<0.05,0.75,1.8,9.51,0.25,145.45,23.09,0.02,3.05,1.99,124.41,620.39,132.02,<0.002,3.63,138.6,7.45,9.42,1.89,5.33,0.23,4.775,3.38,0.16,1.28,1,45.83,2.44,5.43,185.84,25.14
MUESTRA0067,8913.102,6278.424,1470.419,0.011,0.666,2.94,6.32,308.45,0.49,0.05,2.19,1.17,12.08,5.34,15.98,3.95,3.21,2.61,7.24,0.05,0.86,0.7,5.23,1.36,1883.69,0.96,0.05,1.81,3.47,313.71,70.31,47.87,<0.002,0.02,28.33,5.67,<1,0.38,36.57,0.16,<0.05,1.53,0.15,0.41,0.48,49.21,1.61,4.48,225.87,55.66
MUESTRA0068,8911.725,6276.022,1470.419,<0.005,0.132,9.98,2.37,600.83,1.19,0.07,5.17,0.12,41.99,16.49,24.31,6.26,17.77,5.67,20.62,0.12,3.36,0.83,21.2,1.59,854.84,1.42,2.05,6.18,9.95,949,11.73,43.6,<0.002,0.01,4.41,20.68,<1,1.01,456.97,0.48,<0.05,5.32,0.5,0.32,1.66,173.72,0.77,17.45,78.68,113.54
MUESTRA0069,8976.265,6231.452,1437.289,<0.005,0.478,1.49,14.76,45.72,0.35,0.05,9.54,0.83,8.58,5.83,8.84,1.66,6.69,2.12,4.15,0.07,0.28,0.07,3.91,1,2135.5,2.73,0.03,0.72,3.44,135.85,9.65,4.44,<0.002,0.04,32.81,2.26,<1,0.29,111.15,0.06,<0.05,0.59,0.06,0.09,0.2,28.1,0.51,6.04,103.28,10.68
MUESTRA0070,8975.109,6234.498,1437.289,<0.005,0.116,7.79,2.52,446.16,1.28,0.05,5.31,0.1,33.46,19.96,26.35,5.59,20.92,4.63,19.18,0.09,2.8,1.14,14.17,1.33,833.21,0.93,1.78,6.18,10.26,899.71,7.6,35.07,<0.002,0.01,6.39,19.42,<1,1.12,338.49,0.46,<0.05,4.98,0.46,0.38,1.6,162.85,0.84,16.79,90.71,115.86
MUESTRA0071,9512.361,5371.409,1342.289,0.015,0.421,4.6,5,210.37,0.54,0.07,6.44,0.11,21.32,14.32,18.63,8.31,9.53,3.48,9.4,0.08,0.8,1.1,11.52,1.06,1024.13,0.91,0.29,2.47,10.31,391.51,21.4,56.58,<0.002,0.05,7.29,10.28,<1,0.43,71.36,0.19,<0.05,1.52,0.23,0.49,0.54,105.52,0.6,6.79,51.05,82.56
MUESTRA0072,8133.016,5644.055,1448.799,<0.005,0.073,9.07,2.39,520.61,1.24,0.05,4.75,0.1,30,17.22,41.43,3.19,24.47,4.94,20.1,0.13,2.94,1.12,15.04,2.08,946.13,1.04,1.89,7.67,13.82,865.83,8.67,22.85,<0.002,<0.01,1.81,19.33,<1,1.03,387.35,0.48,<0.05,3.68,0.45,0.33,1.21,146.14,0.83,15.01,96.58,117.66
MUESTRA0073,8110.039,5616.972,1448.799,<0.005,0.087,7.69,7.94,1334.11,1.45,0.05,0.99,0.05,58.08,2.59,3.24,9.3,3.17,1.63,13.41,0.17,2.59,3.66,27.75,0.28,510.49,1.58,1.25,10.42,0.85,288.95,18.26,193,<0.002,0.02,1.14,4.18,<1,1.6,178.43,0.86,<0.05,16.18,0.15,1.79,4.02,19.08,1.43,18.25,45.14,56.39
MUESTRA0074,8117.04,5373.946,1432.549,<0.005,1.215,5.91,2.24,241.65,0.83,0.22,4.96,0.21,24.2,9.11,20.5,10.39,251.36,3.37,15.74,0.13,1.38,1.32,11.61,1.1,1326.61,0.68,0.88,4.1,7.93,514.03,30.15,89.03,<0.002,0.01,4.73,10.92,<1,0.77,139.78,0.28,<0.05,2.77,0.3,0.66,0.69,80.69,3.4,12.43,87.04,52.63
MUESTRA0075,8061.978,5620.019,1465.839,<0.005,0.174,7.52,1.57,406.87,1.04,0.05,3.09,0.07,28.3,21.04,41.15,7.65,27.76,5.4,19.71,0.13,1.74,1.34,13.14,2.28,884.49,0.14,2.39,7.69,18.22,849.49,13.91,39.92,<0.002,<0.01,1.97,17.89,<1,1.05,314.64,0.52,<0.05,2.04,0.49,0.88,0.8,165.34,1.03,12.01,91.51,51.85
MUESTRA0076,8040.999,5315.998,1361.209,<0.005,0.666,5.27,15.05,299.82,0.73,0.05,6.49,0.05,26.23,9.57,22.59,13.25,50.31,2.57,12.66,0.1,1.74,1.69,12.93,0.9,1083.97,0.33,0.22,4.14,9.14,484.18,4.78,105.75,<0.002,0.06,8.33,11.14,<1,0.63,88.85,0.31,<0.05,2.63,0.29,1.07,0.76,69,1.87,12.52,51.81,55.69
MUESTRA0077,8042.978,5316.014,1361.209,<0.005,0.176,6.91,8.82,686.82,0.96,0.05,3.68,0.06,39.7,16.91,29.26,17.36,15.93,4.18,16,0.14,2.12,1.83,18.41,1.57,854.09,0.44,1.28,6.84,11.02,759.09,9.06,95.09,<0.002,0.09,4.14,16.8,<1,0.83,227.02,0.44,<0.05,3.9,0.38,0.99,1.08,127.54,2.37,13.66,72.04,73.61
MUESTRA0078,7898.006,5423.997,1489.369,<0.005,0.081,7.46,2.51,637.64,0.95,0.05,4.31,0.15,33.82,17.17,31.32,8.05,35.6,4.51,17.88,0.15,1.32,1.77,15.98,1.57,916.16,0.57,2.17,5.87,11.88,790.88,8.17,82.5,<0.002,<0.01,1.4,15.95,<1,0.37,349.79,0.47,<0.05,2.65,0.5,0.51,0.55,147.54,0.63,15.59,84.27,38.75
MUESTRA0079,7734,5341.987,1412.109,0.008,1.671,2.03,15.4,108.92,0.25,0.05,0.06,0.51,9.11,2.85,16.86,2.59,22.38,1.2,3.75,0.09,0.49,0.62,3.77,0.26,283.04,4.65,0.02,1.47,2.73,260.87,228.93,43.88,<0.002,<0.01,26.47,3.48,<1,0.21,9.44,0.11,<0.05,1.04,0.11,0.38,0.3,32.92,1.12,2.53,130.08,28.18
MUESTRA0080,7777.02,5872,1369.029,<0.005,1.24,2.02,4.05,133.16,0.46,0.05,5.92,0.14,8.82,4.13,12.37,3.47,91.92,1.58,5.26,0.12,0.66,0.58,4.72,0.47,1536.26,0.96,0.15,1.37,4.28,216.42,21.88,31.17,<0.002,0.03,35.39,3.91,<1,1.31,77.43,0.09,<0.05,0.98,0.11,0.32,0.28,37.76,0.65,3.57,51.86,19.62
MUESTRA0081,9403.312,5475.841,1342.289,<0.005,0.113,8.37,89.91,1182.24,1.66,0.05,0.96,0.13,67.68,2.27,3.81,7.23,4.1,2.34,19.27,0.16,4.11,2.83,32.98,0.27,573.67,1.41,2.75,16.06,0.83,411.51,17.34,144.9,<0.002,0.09,7.55,5.77,<1,1.76,194.07,0.96,<0.05,14.31,0.19,0.88,4.04,11.88,1.78,24.45,51.7,157.48
MUESTRA0082,9571.773,5811.561,1410.489,<0.005,0.541,2.44,23.83,140.01,0.37,0.05,6.42,0.1,11.7,4.91,9.05,3.69,5.44,2.17,5.76,0.12,0.91,0.41,5.61,1.26,1213.96,1.15,0.28,1.81,3.59,207.45,6.24,29.66,<0.002,0.04,45.72,4.75,<1,0.31,100.96,0.14,<0.05,1.41,0.13,0.33,0.42,37.18,0.65,5.7,25.81,22.4
MUESTRA0083,9571.97,5812.991,1410.489,<0.005,0.064,8.98,4.26,505.18,1.37,0.11,4.38,0.17,29.28,18.77,20.42,5.05,20.97,4.41,21.48,0.14,3.51,1.47,14.64,1.6,830.21,1.2,1.98,8.1,19.3,791.82,12.83,36.01,<0.002,0.01,4.99,19.28,<1,1.33,425.05,0.5,<0.05,4.42,0.51,0.59,1.4,142.27,0.73,17.76,96.55,104.97
MUESTRA0084,8236.987,5962.022,1438.359,<0.005,0.082,9.09,3.79,506.41,1.38,0.05,5.11,0.11,30.35,16.47,25.69,3.21,14.69,4.98,20.99,0.13,3.74,1.19,14.47,1.5,750.9,1.4,2.47,8.27,7.41,888.46,10.8,27.29,<0.002,<0.01,3.07,16.27,<1,1.18,435.15,0.52,<0.05,4.5,0.52,0.32,1.37,161.54,0.9,17.11,84.29,129.71
MUESTRA0085,8314.001,6036.027,1444.589,0.017,2.051,6.31,100.2,329.14,0.95,0.05,0.02,<0.02,59.13,0.21,1.91,12.74,0.61,0.59,15.35,0.16,4.3,2.87,27.34,0.17,45.11,2.19,0.04,12.21,0.28,78.24,10.89,180.97,<0.002,0.02,13.25,3.65,<1,1.6,8.51,1,<0.05,24.6,0.11,1.31,6.54,13.12,1.48,17.8,7.25,130.45
MUESTRA0086,8766.983,6230.037,1470.419,<0.005,0.063,7.06,12.55,488.12,1.46,0.26,3,0.14,34.96,11.58,18.95,8.9,16.03,3.36,16.13,0.14,2.45,1.64,19.28,1.34,679.89,1.33,2.06,6.53,11.27,581.82,12.79,61.12,<0.002,1.28,2.68,12.75,1,1.7,298.2,0.56,0.156,7.5,0.34,0.7,2.22,92.03,0.67,15.4,64.3,83.41
MUESTRA0087,8995.996,6265.957,1437.289,<0.005,0.087,8.62,3.28,483.39,1.35,0.05,4.95,0.07,33.88,17.97,23.03,1.97,26.1,4.64,20.68,0.16,3.07,1.18,15,1.72,859.18,1.33,2.05,7.66,9.37,958.6,10.73,24.43,<0.002,<0.01,3.93,19.06,<1,1.18,412.62,0.52,<0.05,4.52,0.53,0.25,1.49,159.64,0.81,17.85,86.15,109.6
MUESTRA0088,8503.516,5901.5,1436.569,0.008,2.048,3.63,25.79,145.27,0.53,0.05,5,0.06,18.71,13.73,17.34,6.73,18.98,3.74,9.04,0.11,1,1.05,8.49,0.81,1341.35,2.23,0.34,2.94,7.69,441.84,10.35,61.94,<0.002,0.22,11.59,9.69,<1,0.65,129.07,0.21,<0.05,2.19,0.22,0.64,0.73,73.78,1.43,9.24,51.77,46
MUESTRA0089,8500.269,5902.138,1436.569,<0.005,0.534,7.34,5.19,695.61,1.19,0.05,4,0.06,32.8,18.18,24.82,11.96,19.31,4.71,20.72,0.14,2.97,2.05,13.48,1.52,1179.6,0.65,1.74,7.35,11.19,850.22,8.33,70.83,<0.002,0.1,2.94,16.15,<1,1.21,324.48,0.53,<0.05,3.62,0.5,0.92,1.39,157.16,2.17,16.24,75.82,89.51
MUESTRA0090,8783.263,5458.917,1292.699,<0.005,0.51,3.18,13.9,384.66,0.65,0.16,1.4,0.62,17.68,2.96,9.74,6.12,15.25,1.43,5.32,0.1,0.77,1.08,10.08,0.33,887.41,3.09,0.03,2.31,2.19,229.92,21.13,76.35,<0.002,0.01,16.81,3.5,<1,0.63,27.68,0.21,<0.05,2.99,0.09,0.83,0.65,26.58,1.33,8.07,100.99,22.25
MUESTRA0091,8760.931,5472.188,1292.699,0.01,3.448,3.66,18.27,624.41,0.57,0.3,9.38,16.98,18.12,2.75,6.29,7.71,108.64,1.25,5.61,0.08,0.87,1.25,9.77,0.28,1085.66,2.79,0.03,2.27,1.79,207.71,661.81,79.99,<0.002,0.09,14.58,4.07,<1,0.79,90.93,0.21,<0.05,2.78,0.1,0.97,0.95,25.29,0.76,6.72,1608.83,28.44
MUESTRA0092,8617.115,5860.976,1436.569,0.045,8.635,6.42,225.34,341.89,0.78,0.05,2.86,9.98,25.32,13.73,17.51,11.94,25.39,2.74,9.91,0.14,1.92,2.87,11.97,0.41,622.82,34.29,0.05,5.31,5.96,605.67,690.46,173.77,<0.002,2.34,14.72,10.88,<1,0.75,148.34,0.32,<0.05,2.85,0.32,2.22,0.93,85.5,1.13,11.42,1025.58,60.69
MUESTRA0093,8606.778,5875.272,1436.569,0.005,0.392,2.13,30.56,190.67,0.36,0.05,0.03,0.06,5.31,1.23,12.84,4.06,2.26,1.21,3.39,0.08,0.84,0.86,2.54,0.08,124.17,2.29,0.02,1.97,0.85,316.04,54.77,51.2,<0.002,0.01,34.86,3.76,<1,2.28,12.1,0.13,<0.05,1.44,0.11,0.61,0.36,18.25,1.12,2.99,15.59,29.14
MUESTRA0094,9316,6235.965,1466.209,0.009,0.184,7.45,4.27,324.98,1.16,0.05,4.12,0.08,27.97,14.68,19.45,18.18,24.96,3.87,18.42,0.12,2.7,2.19,14.01,1.17,894.82,0.39,1.43,7.05,9.53,730.22,5.23,78.88,<0.002,0.02,3.46,15.4,<1,0.96,249.44,0.47,<0.05,3.91,0.41,1.37,1.41,135.51,2.51,15.67,75.96,109.88
MUESTRA0095,9371.006,6257.988,1496.709,0.005,0.521,8.03,10.52,640.42,1.29,0.05,3.28,0.05,30.25,17.52,26.34,22.32,19.39,4.8,18.76,0.15,3.21,2.48,15.85,1.32,1027.82,0.55,1.24,7.05,10.15,912.23,8.46,116.21,<0.002,0.01,10.92,19.22,<1,1.06,193.98,0.5,<0.05,4.27,0.54,1.25,1.5,149,2.86,18.61,78.07,127.57
MUESTRA0096,9376.996,6265.009,1496.709,<0.005,0.449,7.28,11.44,469.96,1.03,0.05,2.9,0.09,33.05,12.7,21.27,16.77,22.07,4.46,18.13,0.14,2.94,2.08,12.89,1.48,1107.59,1.12,1.27,7.4,9.19,835.76,6.11,111.69,<0.002,<0.01,8.17,16.14,<1,1.03,189.02,0.52,<0.05,4,0.45,1.17,1.54,158.5,3.16,15.65,94.52,101.68
MUESTRA0097,9405.001,6281.946,1496.709,<0.005,0.216,7.15,4.4,329.3,0.75,0.05,11.33,0.13,47.29,12.77,15.26,11.4,26.13,3.65,15.54,0.12,3.11,1.96,25.99,0.99,1501.61,0.26,0.2,5.35,7.76,720.65,7.13,110.2,<0.002,<0.01,4.65,13.89,<1,0.83,117.89,0.36,<0.05,4.39,0.34,0.99,1.29,106.01,2.97,19.77,59.43,98.06
MUESTRA0098,9450.959,6322.051,1496.709,0.014,0.676,3.49,16.62,145.71,0.36,0.05,1.73,0.38,14.81,5.67,14.78,5.98,28.28,2.3,7.48,0.11,0.94,1.03,8.23,0.47,544.49,2.55,0.02,2.38,4.39,307.73,12.36,69.02,<0.002,0.01,22.18,6.63,<1,0.39,55.55,0.16,<0.05,1.52,0.17,0.79,0.41,52.63,1.39,6.36,39.9,28.17
MUESTRA0099,9461,6328,1496.709,0.014,2.223,0.89,29.7,65.25,0.24,0.05,0.07,0.05,2.96,10.17,18.43,2.69,27.48,1.97,2.12,0.08,0.31,0.25,1.66,0.14,293.93,1.66,0.02,0.75,5.39,87.72,8.79,19.26,<0.002,0.05,32.44,2.22,<1,0.4,11.88,0.21,<0.05,0.37,0.04,0.27,0.31,52.81,1.46,3.66,22.8,11
MUESTRA0100,9437.991,6308,1496.709,0.008,0.941,3.3,19.94,140.84,0.47,0.05,0.07,0.09,10.03,7.58,15.77,6.44,11.77,4.76,8.75,0.08,1.16,0.82,4.44,0.77,520.25,2.9,0.02,2.41,6.29,586.76,13.8,48.98,<0.002,<0.01,31.83,7.13,<1,0.94,12.44,0.18,<0.05,1.93,0.18,0.62,0.48,61.46,1.63,7.23,80.9,34.54
MUESTRA0101,9431.033,6312.041,1496.709,0.006,0.648,7.32,16.16,214.83,0.95,0.05,0.89,0.08,32.11,14.77,19.66,11.85,15.42,4.55,15.52,0.14,2.1,1.58,15.91,0.82,610.77,0.66,1.1,5.18,9.55,676.78,8.73,120.12,<0.002,0.05,12.98,14.37,<1,1.33,85.98,0.41,<0.05,3.53,0.37,1.35,1.11,113.36,1.05,13.4,63.6,64.94
MUESTRA0102,9593.972,5866.032,1410.489,<0.005,0.05,8.97,2.86,587.93,1.21,0.05,5.21,0.11,27.58,16.51,24.83,2.38,23.96,4.98,20.91,0.16,3.88,1.4,14.29,1.55,1029.82,1.85,2.08,7.38,12.11,944.45,11.43,28.47,<0.002,0.01,1.36,15.81,<1,1.51,459.64,0.51,<0.05,4.82,0.49,0.34,1.65,170.31,0.81,16.63,88.5,154.86
MUESTRA0103,9593.964,5867.029,1410.489,0.007,0.377,5.8,14.34,202.12,0.82,0.05,7.16,0.07,28.45,13.1,15.32,10.47,16.16,3.02,11.88,0.09,1.64,1.96,13.93,1.03,1394.63,1.08,0.18,4.32,6.54,533.15,7.51,141.17,<0.002,0.04,33.25,11.88,<1,0.88,89.32,0.31,<0.05,2.93,0.3,1.42,0.9,85.17,2.71,11.21,51.37,60.21
MUESTRA0104,9638.037,5563.973,1435.879,2.193,3.619,6.08,19.66,663.78,0.8,0.05,2.43,193.49,26.07,12.01,15.62,13.05,159.55,2.98,13.98,0.14,2.1,3.04,12.76,0.88,955.29,1.42,0.57,4.29,6.25,552.01,4259.75,212.76,<0.002,0.17,16.85,10.93,<1,0.98,148.31,0.36,<0.05,4.15,0.31,1.92,1.28,93.76,1.65,12.65,13713.88,76.12
MUESTRA0105,9635.037,5568.045,1435.879,6.095,6.877,7.7,7.96,766.09,0.98,0.05,2.06,68.47,26.28,11,20.46,16.56,287.11,2.88,16.97,0.17,2.18,2.93,13.89,1.09,661.93,1.23,1.15,5.5,7.61,657.28,5616.96,174.97,<0.002,0.14,14.15,13.05,<1,1.05,200.96,0.36,<0.05,3.7,0.38,1.66,1,104.75,1.69,13.42,8939.72,72.87
MUESTRA0106,9454.029,5302.049,1301.459,0.007,0.57,2.4,11.95,105.86,0.36,0.05,0.05,0.08,8.16,3.88,20.18,8.69,23.4,1.85,4.88,0.05,0.87,0.63,3.94,0.5,424.7,3.94,0.03,1.44,3.56,270.51,49.78,50.12,<0.002,<0.01,16.29,4.75,<1,0.31,12.94,0.12,<0.05,1.34,0.13,0.46,0.4,38.35,0.3,3.71,45.2,33.47
MUESTRA0107,7304.746,7591.771,1206.779,0.021,0.438,1.59,15.15,76.9,0.55,0.05,0.16,0.27,3.47,1.66,11.8,4.1,3.16,0.73,5.49,0.08,0.2,0.66,1.71,0.12,284.19,0.34,0.02,0.63,1.4,102.35,7.58,48.39,<0.002,0.01,25.44,1.6,<1,0.2,11.98,0.09,<0.05,0.44,0.04,0.63,0.1,32.17,0.47,1.65,17.21,8.42
MUESTRA0108,8361.979,6222.042,1443.039,0.019,0.215,6.4,249.74,266.89,0.88,0.1,0.74,0.12,38.96,0.54,4.34,5.34,3.1,0.91,9.65,0.11,2.6,1.72,26,0.08,284.15,3.75,1.16,6.57,0.51,74.74,18.11,92.97,<0.002,0.1,7.32,1.25,<1,1.81,76.55,0.85,<0.05,18.15,0.05,0.94,4.91,1.08,0.76,11.02,36.06,64.31
